dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,2,c2,0,184.551,0.537,0.444,0.444,1|101,0.47843945026397705|1.7000375986099243
ghisaconus_health,3,c2,0,0.0,0.61,0.528,0.528,1|33|101,0.47843945026397705|0.008818311616778374|1.7000375986099243
ghisaconus_health,4,c2,0,0.0,0.641,0.567,0.567,1|33|63|101,0.47843945026397705|0.008818311616778374|0.014614290557801723|1.7000375986099243
ghisaconus_health,5,c2,0,0.0,0.642,0.586,0.586,1|33|63|101|120,0.47843945026397705|0.008818311616778374|0.014614290557801723|1.7000375986099243|0.17000943422317505
ghisaconus_health,6,c2,0,0.0,0.635,0.582,0.582,1|33|63|76|101|120,0.47843945026397705|0.008818311616778374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505
ghisaconus_health,7,c2,0,0.0,0.632,0.58,0.58,1|32|33|63|76|101|120,0.47843945026397705|0.01046838890761137|0.008818311616778374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505
ghisaconus_health,8,c2,0,0.0,0.659,0.609,0.609,1|32|33|40|63|76|101|120,0.47843945026397705|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505
ghisaconus_health,9,c2,0,0.0,0.663,0.614,0.614,1|32|33|40|57|63|76|101|120,0.47843945026397705|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.013972693122923374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505
ghisaconus_health,10,c2,0,0.0,0.66,0.612,0.612,1|32|33|40|57|63|76|101|120|129,0.47843945026397705|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.013972693122923374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505|0.23624716699123383
ghisaconus_health,11,c2,0,0.0,0.676,0.629,0.629,1|19|32|33|40|57|63|76|101|120|129,0.47843945026397705|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.013972693122923374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.17000943422317505|0.23624716699123383
ghisaconus_health,12,c2,0,0.0,0.676,0.63,0.63,1|19|32|33|40|57|63|76|101|117|120|129,0.47843945026397705|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.013972693122923374|0.014614290557801723|0.6364501118659973|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,13,c2,0,0.0,0.681,0.633,0.633,1|19|32|33|40|57|63|74|76|101|117|120|129,0.47843945026397705|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,14,c2,0,0.0,0.683,0.635,0.635,1|19|32|33|40|44|57|63|74|76|101|117|120|129,0.47843945026397705|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,15,c2,0,0.0,0.688,0.639,0.639,1|19|32|33|40|44|57|63|74|76|97|101|117|120|129,0.47843945026397705|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,16,c2,0,0.0,0.689,0.639,0.639,1|11|19|32|33|40|44|57|63|74|76|97|101|117|120|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,17,c2,0,0.0,0.692,0.643,0.643,1|11|19|32|33|40|44|57|63|74|76|89|97|101|117|120|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,18,c2,0,0.0,0.692,0.642,0.642,1|11|19|32|33|40|44|49|57|63|74|76|89|97|101|117|120|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,19,c2,0,0.0,0.694,0.646,0.646,1|11|19|32|33|40|44|49|57|63|74|76|81|89|97|101|117|120|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,20,c2,0,0.0,0.696,0.646,0.646,1|11|19|24|32|33|40|44|49|57|63|74|76|81|89|97|101|117|120|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|1.1046119928359985|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.23624716699123383
ghisaconus_health,21,c2,0,0.0,0.698,0.65,0.65,1|11|19|24|32|33|40|44|49|57|63|74|76|81|89|97|101|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|1.1046119928359985|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
ghisaconus_health,22,c2,0,0.0,0.698,0.648,0.648,1|11|19|24|32|33|40|44|49|57|63|74|76|81|89|97|101|112|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|1.1046119928359985|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.020728103816509247|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
ghisaconus_health,23,c2,0,0.0,0.697,0.646,0.646,1|11|19|22|24|32|33|40|44|49|57|63|74|76|81|89|97|101|112|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.7969883680343628|1.1046119928359985|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.020728103816509247|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
ghisaconus_health,24,c2,0,0.0,0.696,0.645,0.645,1|11|19|22|24|32|33|40|44|48|49|57|63|74|76|81|89|97|101|112|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.7969883680343628|1.1046119928359985|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.5502520799636841|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.020728103816509247|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
ghisaconus_health,25,c2,0,0.0,0.704,0.652,0.652,1|11|19|22|24|29|32|33|40|44|48|49|57|63|74|76|81|89|97|101|112|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.7969883680343628|1.1046119928359985|0.8432265520095825|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.5502520799636841|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.007185302674770355|1.7000375986099243|0.020728103816509247|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
ghisaconus_health,26,c2,0,0.0,0.705,0.653,0.653,1|11|19|22|24|29|32|33|40|44|48|49|57|63|74|76|81|89|93|97|101|112|117|120|124|129,0.47843945026397705|0.047829557210206985|0.020648647099733353|0.7969883680343628|1.1046119928359985|0.8432265520095825|0.01046838890761137|0.008818311616778374|0.024822670966386795|0.7515822649002075|0.5502520799636841|0.2546442449092865|0.013972693122923374|0.014614290557801723|0.6693572402000427|0.6364501118659973|0.10518186539411545|0.014322947710752487|0.010144107043743134|0.007185302674770355|1.7000375986099243|0.020728103816509247|0.9031676054000854|0.17000943422317505|0.5341033935546875|0.23624716699123383
