dataset,target_size,algorithm,time,oa,aa,k,selected_bands,selected_weights
indian_pines,18,skipattn,5.204,0.759,0.731,0.731,2|7|18|35|37|41|44|70|78|81|100|126|131|139|148|159|176|183,1.5563596487045288|0.30088624358177185|1.1631958484649658|2.198990821838379|0.4374691843986511|0.1418183147907257|1.7932435274124146|1.4763150215148926|1.6631253957748413|2.2262039184570312|1.9228932857513428|1.5171968936920166|0.4639531672000885|1.735319972038269|0.34699416160583496|0.11694793403148651|0.019446847960352898|2.298064947128296
indian_pines,19,skipattn,5.737,0.73,0.687,0.687,8|19|23|35|81|93|99|101|126|128|149|153|159|163|171|173|175|179|182,3.0553183555603027|1.5227434635162354|0.009264020249247551|0.021231018006801605|1.108561635017395|1.6697843074798584|0.03392161428928375|3.3916680812835693|0.11744264513254166|2.385054588317871|1.4928781986236572|2.8401827812194824|1.8468161821365356|1.4863076210021973|1.372155785560608|0.5011159181594849|0.2663519084453583|0.37350374460220337|1.5696665048599243
indian_pines,20,skipattn,5.559,0.767,0.736,0.736,6|8|16|24|33|35|37|41|79|80|92|98|100|126|137|139|149|159|163|176,1.4911575317382812|0.766790509223938|1.7706902027130127|0.02877366729080677|0.2976747751235962|0.006011094897985458|0.10341627150774002|0.3487679362297058|0.7895476818084717|0.8407157063484192|1.4353400468826294|2.0580544471740723|0.8640459179878235|0.8818270564079285|0.15190689265727997|1.5438655614852905|1.1481029987335205|1.1952012777328491|1.4613488912582397|1.6885896921157837
indian_pines,21,skipattn,5.629,0.739,0.688,0.688,19|21|34|36|38|41|51|58|60|77|79|80|110|136|149|159|161|174|176|177|179,0.06537400186061859|0.8588283061981201|0.21423840522766113|0.10220597684383392|0.034074150025844574|0.09347953647375107|0.05749889090657234|0.19123415648937225|0.03208316117525101|0.003269946901127696|0.17143329977989197|0.07877885550260544|0.3907983899116516|0.10652146488428116|0.003691683756187558|0.04540117830038071|0.14683902263641357|0.09992196410894394|0.04405438154935837|2.2528622150421143|0.015233990736305714
indian_pines,22,skipattn,5.685,0.77,0.732,0.732,6|13|18|20|23|34|36|38|41|68|70|80|100|120|137|139|148|150|159|162|168|177,4.573821544647217|0.06602747738361359|4.010837554931641|6.356579780578613|0.34695228934288025|4.129216194152832|2.7549118995666504|0.008843665942549706|0.0018713662866503|0.7498597502708435|0.28175976872444153|0.005058862268924713|3.554011344909668|4.94162130355835|0.015478347428143024|0.005371345207095146|3.1306703090667725|3.395287036895752|1.9313281774520874|0.09483553469181061|5.834972381591797|4.494753837585449
indian_pines,23,skipattn,5.524,0.741,0.696,0.696,2|5|7|9|19|24|27|33|36|38|77|79|80|101|111|128|135|140|149|159|162|174|195,0.01219230517745018|6.2065229415893555|0.014770323410630226|0.008301953785121441|0.0445011667907238|6.36501932144165|9.176793098449707|0.01700967736542225|6.054055213928223|5.544024467468262|0.02961060218513012|2.6954588890075684|8.549209594726562|0.0154751967638731|0.007976192981004715|4.749701023101807|0.004239458590745926|5.466292858123779|5.394025802612305|6.296561241149902|0.021152272820472717|6.444588661193848|4.540100574493408
indian_pines,24,skipattn,5.647,0.761,0.723,0.723,7|13|18|23|28|35|36|38|72|77|79|80|98|124|128|129|138|142|149|159|162|172|180|193,2.5391483306884766|2.7536895275115967|0.18399949371814728|0.043404094874858856|1.3227481842041016|2.5536246299743652|0.35393616557121277|1.9529896974563599|0.4546264708042145|3.5331506729125977|0.024236077442765236|1.2955585718154907|0.2326493263244629|0.17287278175354004|3.298064947128296|2.347001791000366|0.0107144545763731|0.2947568893432617|1.6855928897857666|1.5847748517990112|0.5703127980232239|1.9513856172561646|2.1387243270874023|2.3099465370178223
indian_pines,25,skipattn,6.217,0.753,0.701,0.701,2|5|6|8|13|19|25|35|38|68|72|80|93|98|101|135|140|148|149|159|162|171|182|193|195,2.75242280960083|0.28509125113487244|0.24823322892189026|0.3843730390071869|0.36740195751190186|1.7449374198913574|0.01657225377857685|1.8487529754638672|0.3558465242385864|0.040833644568920135|1.3951976299285889|0.030924055725336075|0.004408872686326504|1.9138553142547607|0.0030436692759394646|1.0651870965957642|0.16596075892448425|1.8167630434036255|1.9879071712493896|0.04968389868736267|1.8074254989624023|0.3912619352340698|2.8251705169677734|0.007364189252257347|2.4833316802978516
indian_pines,26,skipattn,6.147,0.749,0.719,0.719,14|18|24|26|35|45|73|79|80|94|100|109|110|130|135|136|138|147|148|150|159|163|168|177|184|193,2.704838752746582|0.0024240887723863125|0.4590061902999878|0.00941102672368288|2.73378849029541|2.65073299407959|1.534234642982483|4.519703388214111|1.6208871603012085|2.9654388427734375|3.2669568061828613|0.015546441078186035|0.003661972936242819|1.4690611362457275|2.524836540222168|2.2125635147094727|0.01220344565808773|5.511584758758545|0.03808915987610817|0.010297617875039577|2.5037970542907715|0.01651623100042343|4.74955940246582|0.212255597114563|0.004986449144780636|3.6322338581085205
indian_pines,27,skipattn,6.098,0.746,0.682,0.682,2|5|6|7|19|23|34|38|44|73|85|101|125|128|130|135|138|140|147|149|150|153|163|170|173|182|195,0.3471108078956604|5.142452239990234|2.3023738861083984|4.9798583984375|0.009300310164690018|0.4257354736328125|3.207859992980957|2.7714922428131104|0.15970218181610107|0.2484579086303711|2.275886058807373|0.06464626640081406|1.3143222332000732|2.692962408065796|2.7870898246765137|0.0042637106962502|4.139096260070801|0.04244552180171013|0.31675076484680176|0.21954825520515442|4.943654537200928|4.730853080749512|0.02037351205945015|0.19464391469955444|0.70824134349823|1.1500567197799683|0.06584137678146362
indian_pines,28,skipattn,6.431,0.752,0.7,0.7,2|3|6|7|9|13|18|24|27|34|35|37|44|58|79|86|96|98|100|101|129|135|139|149|159|163|166|192,1.9359471797943115|1.9864470958709717|1.3706722259521484|0.9796051383018494|2.3707473278045654|0.019705088809132576|3.3127481937408447|0.00768502289429307|0.0063576968386769295|0.6737715601921082|4.758220672607422|2.6235945224761963|5.484733581542969|0.002580558881163597|3.6254172325134277|1.8913753032684326|2.0172743797302246|0.003582773497328162|2.3531713485717773|0.3750914931297302|2.246175527572632|2.712268352508545|0.047982268035411835|2.8679957389831543|2.6430296897888184|4.200722694396973|1.7834223508834839|0.012897239997982979
indian_pines,29,skipattn,8.817,0.763,0.709,0.709,2|6|7|8|18|19|34|37|44|57|72|80|86|99|100|128|129|136|140|148|149|159|160|168|176|179|182|193|197,1.7080845832824707|2.502681255340576|0.003940079361200333|0.29657694697380066|0.0861721858382225|0.42346134781837463|0.2898768186569214|0.021103577688336372|1.5472609996795654|1.4958186149597168|0.44052302837371826|2.0254368782043457|0.32454192638397217|0.019258394837379456|2.6559948921203613|1.251869797706604|0.12471964955329895|2.804034948348999|2.4080519676208496|0.39088305830955505|1.6595828533172607|1.9923381805419922|0.13288095593452454|0.4221883714199066|2.5092720985412598|0.7750015258789062|0.043502986431121826|0.014927184209227562|3.594855785369873
indian_pines,30,skipattn,7.147,0.757,0.714,0.714,5|8|9|13|19|25|32|34|37|38|72|80|81|92|101|136|139|148|150|159|160|161|163|168|176|177|180|184|193|197,1.8566806316375732|0.69498610496521|0.8624571561813354|0.05210573226213455|2.4528768062591553|2.5529000759124756|1.445406436920166|0.7183396220207214|3.652106285095215|0.02100803330540657|0.4330660104751587|1.5068169832229614|2.6747331619262695|0.10903776437044144|0.017560774460434914|0.3224772810935974|0.06876319646835327|2.113858699798584|0.015354635193943977|2.090862989425659|0.9314481019973755|0.02177826128900051|0.5844528675079346|2.9913761615753174|1.6467454433441162|0.4286925792694092|1.7592542171478271|1.98201584815979|0.556557834148407|0.10562361776828766
indian_pines,2,bsdrattn,4.37,0.554,0.41,0.41,130|162,3.159062147140503|4.029141426086426
indian_pines,3,bsdrattn,4.393,0.617,0.506,0.506,99|128|174,2.16691255569458|2.176450490951538|1.7092572450637817
indian_pines,4,bsdrattn,4.415,0.559,0.443,0.443,125|129|160|188,3.1432547569274902|2.989795446395874|3.3679723739624023|3.454503059387207
indian_pines,5,bsdrattn,4.495,0.689,0.612,0.612,14|23|69|128|136,1.1166919469833374|3.438159942626953|4.026093482971191|3.043134927749634|1.92899751663208
indian_pines,6,bsdrattn,4.79,0.692,0.638,0.638,6|44|58|128|149|174,2.6728758811950684|3.854865550994873|2.1794238090515137|1.9723609685897827|2.4059767723083496|4.214921951293945
indian_pines,7,bsdrattn,4.5,0.668,0.622,0.622,6|13|42|100|139|140|149,4.490309715270996|4.291384220123291|5.828716278076172|6.325141906738281|5.413528919219971|7.854631423950195|5.969082832336426
indian_pines,8,bsdrattn,4.597,0.733,0.689,0.689,6|19|37|100|130|149|174|184,6.055232048034668|4.22846794128418|4.371909141540527|3.5898401737213135|3.7608094215393066|4.04195499420166|5.636731147766113|1.8460757732391357
indian_pines,9,bsdrattn,4.926,0.744,0.708,0.708,8|14|34|41|99|126|159|172|193,0.29388049244880676|0.4287278354167938|0.38474851846694946|0.03199397772550583|0.3330446779727936|0.5366101264953613|0.3539922833442688|0.5522089600563049|0.5536994338035583
indian_pines,10,bsdrattn,5.241,0.739,0.702,0.702,5|8|19|38|79|92|99|136|148|159,0.7150472402572632|0.01728426292538643|0.9555158019065857|0.9341476559638977|0.5290019512176514|0.7427728772163391|0.5010285377502441|0.44725823402404785|0.4695872366428375|0.7413948178291321
indian_pines,11,bsdrattn,5.089,0.738,0.702,0.702,14|25|36|38|80|99|127|149|159|190|193,0.8078709840774536|0.7496018409729004|0.004420045763254166|0.6706943511962891|0.5531790256500244|0.6262802481651306|0.3831668794155121|0.4291728436946869|0.5731403827667236|0.8518844842910767|0.49210721254348755
indian_pines,12,bsdrattn,5.445,0.712,0.679,0.679,8|14|19|21|34|36|41|80|101|125|136|149,1.5388801097869873|1.8279024362564087|0.0022133991587907076|0.8803526759147644|1.4058057069778442|0.13890905678272247|1.4155206680297852|0.024441484361886978|1.132988691329956|1.1222068071365356|1.470873475074768|1.2359484434127808
indian_pines,13,bsdrattn,6.209,0.748,0.712,0.712,14|18|34|38|44|58|72|92|99|136|149|150|159,0.45232465863227844|0.7812179327011108|0.45648524165153503|0.5217716097831726|0.7603606581687927|0.529540479183197|0.7205982804298401|0.6587386131286621|0.3068743050098419|0.5545030832290649|0.5295510292053223|0.006989074870944023|0.41339755058288574
indian_pines,14,bsdrattn,6.143,0.74,0.693,0.693,7|13|19|23|34|38|58|100|136|137|140|149|150|162,1.3289903402328491|0.008237428963184357|1.426337718963623|2.0612974166870117|1.0276387929916382|1.2326507568359375|1.9209816455841064|0.949504017829895|0.4682023823261261|1.7404656410217285|2.141364336013794|0.010376743972301483|2.070608615875244|0.04892047867178917
indian_pines,15,bsdrattn,6.389,0.745,0.708,0.708,3|8|14|19|34|38|58|100|127|137|148|149|155|159|195,2.209482431411743|0.47825708985328674|1.8641421794891357|1.3975580930709839|0.30357828736305237|2.123969554901123|1.2958872318267822|0.020810890942811966|1.4917869567871094|1.9732604026794434|0.04872182756662369|1.5744774341583252|1.9978899955749512|0.0759071409702301|0.02181168831884861
indian_pines,16,bsdrattn,5.912,0.759,0.726,0.726,6|14|19|24|34|38|58|71|101|137|148|149|162|172|176|180,0.390383780002594|1.9841952323913574|2.2963762283325195|0.15740475058555603|0.32646265625953674|2.12429141998291|0.4321322739124298|1.7834300994873047|2.785149574279785|1.830704927444458|0.050970397889614105|2.386087656021118|1.8069013357162476|1.4331696033477783|2.0614140033721924|2.4594430923461914
indian_pines,17,bsdrattn,6.064,0.732,0.695,0.695,2|6|7|13|19|35|38|73|78|81|99|101|148|159|168|189|193,1.1222999095916748|1.4274932146072388|1.3692073822021484|0.44906163215637207|2.5208373069763184|1.6197044849395752|1.713554859161377|1.3008253574371338|2.242426633834839|0.47515928745269775|1.661677360534668|0.7227704524993896|0.19446516036987305|0.004459281452000141|0.9851598739624023|1.4573851823806763|0.03997107595205307
indian_pines,18,bsdrattn,6.234,0.754,0.72,0.72,3|6|24|36|37|44|58|81|99|126|133|137|148|149|159|168|173|179,0.6808151006698608|1.71018385887146|0.42817479372024536|1.472038984298706|1.9599621295928955|1.7910618782043457|1.3684072494506836|1.6238133907318115|0.03145170211791992|2.0984573364257812|1.1955649852752686|0.048151396214962006|1.6143441200256348|2.195680618286133|1.8896961212158203|0.026564914733171463|0.012637433595955372|2.675518035888672
indian_pines,19,bsdrattn,6.562,0.761,0.738,0.738,3|6|7|19|34|36|38|73|80|99|101|130|133|137|148|159|168|182|184,0.0021137818694114685|1.7492843866348267|0.7677116394042969|0.004426039755344391|0.030144544318318367|1.2410173416137695|1.3281011581420898|0.04400186240673065|1.6686311960220337|1.8077929019927979|1.5144379138946533|0.9342232942581177|0.061386894434690475|1.399491786956787|1.6563862562179565|0.7022247314453125|0.9990179538726807|0.06551945209503174|1.531254768371582
indian_pines,20,bsdrattn,6.547,0.756,0.705,0.705,2|6|8|19|24|34|38|41|51|68|99|111|128|137|149|150|153|159|184|195,0.8638816475868225|1.4930315017700195|1.6599208116531372|1.5629913806915283|1.2562572956085205|0.19960251450538635|0.007007927633821964|0.9498089551925659|1.0353761911392212|0.00968258548527956|1.1305795907974243|0.03612056374549866|1.0662450790405273|1.3836803436279297|0.14432397484779358|0.004434097558259964|0.8227119445800781|0.8997969627380371|0.04327800124883652|0.2263823300600052
indian_pines,21,bsdrattn,6.408,0.744,0.703,0.703,6|8|13|19|23|34|36|44|81|100|101|137|141|149|150|159|163|168|176|184|193,0.010330840945243835|5.624964714050293|0.012751218862831593|3.9097416400909424|0.010695189237594604|3.7245893478393555|4.402679443359375|4.428468704223633|0.04695146158337593|0.014785708859562874|0.4107109606266022|3.6399388313293457|3.5115859508514404|2.0211918354034424|5.8971452713012695|0.006570235826075077|4.120125770568848|0.3993593156337738|0.0089190024882555|4.45849609375|2.49289870262146
indian_pines,22,bsdrattn,6.503,0.758,0.732,0.732,7|18|34|37|44|52|70|80|126|131|137|138|149|162|163|166|168|171|178|180|184|193,1.5788254737854004|0.10741469264030457|3.4429140090942383|0.004014930222183466|4.027706623077393|5.041378974914551|3.248521327972412|3.419750213623047|0.029015686362981796|0.1807004064321518|4.1483049392700195|3.000356912612915|0.04367530345916748|0.002746235579252243|4.489529609680176|1.9963488578796387|1.8059039115905762|0.0033945119939744473|3.3912885189056396|2.235225200653076|3.290703296661377|2.075287342071533
indian_pines,23,bsdrattn,6.706,0.763,0.715,0.715,2|7|8|11|19|35|38|46|58|72|85|100|111|128|137|139|148|149|153|159|163|177|179,2.0189943313598633|0.02931314706802368|0.024446461349725723|0.8973507881164551|1.2715106010437012|0.0058440035209059715|0.007211271673440933|2.5721852779388428|1.232141375541687|1.9654285907745361|0.01219940185546875|1.7975075244903564|1.0308698415756226|0.011386262252926826|1.0240401029586792|0.019524309784173965|0.04615973308682442|0.32578468322753906|1.172943353652954|0.4867836534976959|1.8564863204956055|0.007423616014420986|1.9983352422714233
indian_pines,24,bsdrattn,7.08,0.752,0.705,0.705,2|6|8|14|19|24|34|35|38|41|44|78|100|101|137|140|149|150|159|163|168|176|180|195,4.085026741027832|0.003398269647732377|3.8703114986419678|2.196082353591919|1.884713053703308|0.35133010149002075|3.5437958240509033|2.3364198207855225|3.3612544536590576|1.9553202390670776|0.015265394002199173|2.8647308349609375|1.8253493309020996|2.5651519298553467|2.541807174682617|0.0025241258554160595|2.5698447227478027|0.0033904151059687138|2.5257184505462646|0.002200051676481962|0.0012049991637468338|0.011198312975466251|0.26854217052459717|0.0004089307622052729
indian_pines,25,bsdrattn,7.738,0.743,0.684,0.684,2|3|6|8|13|19|34|38|58|80|84|86|99|101|128|135|148|149|150|159|168|176|180|193|195,0.021579928696155548|0.0038869651034474373|0.0028152961749583483|2.0663509368896484|0.0012082364410161972|0.0029015338514000177|2.7615365982055664|2.519395589828491|0.326445072889328|0.010072384960949421|1.2723777294158936|0.40655577182769775|2.9920477867126465|0.002611746545881033|0.0016628556186333299|2.358708381652832|3.2689950466156006|2.681711435317993|0.8893990516662598|1.7560184001922607|0.1838192343711853|4.279778957366943|3.987332820892334|1.4950511455535889|2.1339807510375977
indian_pines,26,bsdrattn,7.887,0.756,0.719,0.719,5|6|7|8|19|23|28|35|36|38|58|78|80|100|128|137|140|149|159|161|163|168|176|184|193|195,2.856499195098877|1.1096898317337036|2.5666613578796387|0.0066322400234639645|1.0695044994354248|2.2611169815063477|0.005343617871403694|2.140265941619873|2.188019037246704|0.0018292872700840235|0.007373101077973843|3.733480930328369|0.013995759189128876|2.0037760734558105|4.058568477630615|1.1303856372833252|0.009391702711582184|1.873966932296753|0.006884494796395302|0.010663368739187717|1.993178129196167|2.1469979286193848|2.762478828430176|2.7395403385162354|0.014170251786708832|0.026959432289004326
indian_pines,27,bsdrattn,7.722,0.762,0.706,0.706,2|13|18|19|24|28|34|36|38|63|72|81|83|94|99|125|136|138|148|149|150|159|163|167|176|178|197,3.676793336868286|0.04087209701538086|0.00741417333483696|5.356421947479248|0.009458993561565876|0.020916827023029327|0.0022412529215216637|3.010895252227783|2.335531711578369|2.723482608795166|4.406580924987793|2.970806121826172|0.03860641270875931|0.014235132373869419|0.0026805088855326176|3.749577045440674|3.6479921340942383|0.013175545260310173|0.3597131371498108|1.9796230792999268|0.6772915124893188|4.901592254638672|0.0697690024971962|3.438567638397217|0.009675477631390095|0.009587867185473442|4.913973808288574
indian_pines,28,bsdrattn,8.037,0.766,0.721,0.721,2|5|7|8|18|19|23|28|34|36|38|58|72|77|80|99|100|101|130|135|137|148|149|159|163|166|168|193,0.9965611696243286|1.345418930053711|0.31163403391838074|0.0010089018614962697|1.5085184574127197|0.6981155276298523|0.05592559278011322|0.24280762672424316|0.001151039032265544|0.5567060708999634|1.4963511228561401|0.002931145252659917|0.2512660026550293|1.7041910886764526|1.4574638605117798|1.1762151718139648|0.008897357620298862|0.11151345074176788|0.6276432275772095|1.197568655014038|0.022911354899406433|2.047602891921997|1.4047033786773682|1.361625075340271|0.24372301995754242|1.9654314517974854|0.003135048784315586|0.025217706337571144
indian_pines,29,bsdrattn,8.593,0.749,0.706,0.706,2|7|8|10|18|24|34|38|43|44|58|73|79|81|84|100|130|136|149|150|159|163|168|176|178|179|184|193|197,0.02321689948439598|0.015295405872166157|3.2186009883880615|1.7527731657028198|4.655210494995117|0.017664354294538498|2.2280359268188477|2.659169912338257|3.768218994140625|0.003968518693000078|0.20984786748886108|1.2950936555862427|0.35933607816696167|2.490907669067383|0.4796179533004761|2.0308139324188232|0.5191998481750488|0.007415223866701126|1.5983169078826904|0.0033420673571527004|0.0033167353831231594|3.028592109680176|0.18644052743911743|2.305532217025757|2.005770683288574|1.230710744857788|0.007161800283938646|1.3605413436889648|0.33108991384506226
indian_pines,30,bsdrattn,9.594,0.756,0.686,0.686,2|5|8|13|19|23|28|31|34|38|43|47|69|77|79|81|85|99|101|109|126|135|136|140|148|149|150|159|176|195,0.0027470663189888|0.0006828077021054924|0.0035375505685806274|2.7101638317108154|0.07930418103933334|1.4858283996582031|3.6548609733581543|0.0021560892928391695|2.5920772552490234|2.8267574310302734|0.005388524383306503|2.319408416748047|3.6258435249328613|4.024835109710693|0.004744044505059719|3.3048300743103027|0.011005386710166931|0.6514377593994141|0.0067490627989172935|0.019165119156241417|1.2896811962127686|0.003310386324301362|0.039951715618371964|2.623197078704834|0.27151748538017273|0.009961580857634544|0.7470390200614929|3.1567940711975098|0.0031951500568538904|0.011222770437598228
indian_pines,2,lateattn,4.744,0.557,0.411,0.411,129|162,3.159062147140503|4.029141426086426
indian_pines,3,lateattn,5.049,0.613,0.519,0.519,98|128|173,2.16691255569458|2.176450490951538|1.7092572450637817
indian_pines,4,lateattn,6.333,0.563,0.442,0.442,125|129|159|187,3.1432547569274902|2.989795446395874|3.3679723739624023|3.454503059387207
indian_pines,5,lateattn,5.269,0.686,0.612,0.612,13|23|69|127|136,1.1166919469833374|3.438159942626953|4.026093482971191|3.043134927749634|1.92899751663208
indian_pines,6,lateattn,5.122,0.695,0.639,0.639,6|43|57|127|149|174,2.6728758811950684|3.854865550994873|2.1794238090515137|1.9723609685897827|2.4059767723083496|4.214921951293945
indian_pines,7,lateattn,5.163,0.679,0.631,0.631,5|13|41|99|138|139|149,4.490309715270996|4.291384220123291|5.828716278076172|6.325141906738281|5.413528919219971|7.854631423950195|5.969082832336426
indian_pines,8,lateattn,5.091,0.729,0.701,0.701,6|18|36|100|129|149|173|183,6.055232048034668|4.22846794128418|4.371909141540527|3.5898401737213135|3.7608094215393066|4.04195499420166|5.636731147766113|1.8460757732391357
indian_pines,9,lateattn,5.355,0.736,0.697,0.697,7|13|34|40|98|125|158|172|192,0.29388049244880676|0.4287278354167938|0.38474851846694946|0.03199397772550583|0.3330446779727936|0.5366101264953613|0.3539922833442688|0.5522089600563049|0.5536994338035583
indian_pines,10,lateattn,5.293,0.735,0.704,0.704,5|7|18|37|79|91|98|136|148|158,0.7150472402572632|0.01728426292538643|0.9555158019065857|0.9341476559638977|0.5290019512176514|0.7427728772163391|0.5010285377502441|0.44725823402404785|0.4695872366428375|0.7413948178291321
indian_pines,11,lateattn,5.728,0.743,0.706,0.706,14|24|35|37|80|98|127|149|159|189|192,0.8078709840774536|0.7496018409729004|0.004420045763254166|0.6706943511962891|0.5531790256500244|0.6262802481651306|0.3831668794155121|0.4291728436946869|0.5731403827667236|0.8518844842910767|0.49210721254348755
indian_pines,12,lateattn,5.801,0.714,0.689,0.689,7|13|18|21|34|36|40|80|100|125|136|149,1.5388801097869873|1.8279024362564087|0.0022133991587907076|0.8803526759147644|1.4058057069778442|0.13890905678272247|1.4155206680297852|0.024441484361886978|1.132988691329956|1.1222068071365356|1.470873475074768|1.2359484434127808
indian_pines,13,lateattn,6.001,0.76,0.732,0.732,14|18|34|37|43|57|72|91|98|136|148|149|158,0.45232465863227844|0.7812179327011108|0.45648524165153503|0.5217716097831726|0.7603606581687927|0.529540479183197|0.7205982804298401|0.6587386131286621|0.3068743050098419|0.5545030832290649|0.5295510292053223|0.006989074870944023|0.41339755058288574
indian_pines,14,lateattn,6.178,0.756,0.719,0.719,6|13|18|23|34|37|50|57|99|136|139|148|149|162,1.3289903402328491|2.141364336013794|1.426337718963623|2.0612974166870117|1.0276387929916382|1.2326507568359375|0.008237428963184357|1.9209816455841064|0.949504017829895|0.4682023823261261|1.7404656410217285|0.010376743972301483|2.070608615875244|0.04892047867178917
indian_pines,15,lateattn,6.28,0.742,0.699,0.699,2|8|13|18|34|37|57|99|127|136|148|149|154|158|195,2.209482431411743|0.47825708985328674|1.8641421794891357|1.3975580930709839|0.30357828736305237|2.123969554901123|1.2958872318267822|0.020810890942811966|1.4917869567871094|1.9732604026794434|0.04872182756662369|1.5744774341583252|1.9978899955749512|0.0759071409702301|0.02181168831884861
indian_pines,16,lateattn,6.416,0.755,0.714,0.714,5|13|23|33|34|37|58|71|101|136|147|148|162|171|176|179,0.390383780002594|1.9841952323913574|0.15740475058555603|2.785149574279785|0.32646265625953674|2.12429141998291|0.4321322739124298|1.7834300994873047|1.830704927444458|2.2963762283325195|0.050970397889614105|2.386087656021118|1.8069013357162476|1.4331696033477783|2.0614140033721924|2.4594430923461914
indian_pines,17,lateattn,6.711,0.732,0.703,0.703,2|5|7|13|18|34|37|72|78|80|98|100|148|158|167|188|193,1.1222999095916748|1.4274932146072388|1.3692073822021484|0.44906163215637207|2.5208373069763184|1.6197044849395752|1.713554859161377|1.3008253574371338|2.242426633834839|0.47515928745269775|1.661677360534668|0.7227704524993896|0.19446516036987305|0.004459281452000141|0.9851598739624023|1.4573851823806763|0.03997107595205307
