dataset,target_size,algorithm,time,oa,aa,k,selected_bands,selected_weights
salinas,28,linspacer,0.0,0.927,0.961,0.961,4|11|18|25|33|40|47|54|62|69|76|83|91|98|105|112|120|127|134|141|149|156|163|170|178|185|192|199,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
salinas,29,linspacer,0.0,0.93,0.963,0.963,4|10|18|24|32|38|46|52|60|66|74|80|88|94|102|108|116|122|130|136|144|150|158|164|172|178|186|192|200,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
salinas,30,linspacer,0.0,0.927,0.962,0.962,3|10|17|24|30|37|44|51|58|64|71|78|85|91|98|105|112|118|125|132|139|145|152|159|166|173|179|186|193|200,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
salinas,2,pcal,0.177,0.653,0.597,0.597,42|43,0.2434853697772373|0.2439555206026856
salinas,3,pcal,0.0,0.693,0.67,0.67,42|43|44,0.2434853697772373|0.2439555206026856|0.24274639148013516
salinas,4,pcal,0.0,0.737,0.737,0.737,42|43|44|46,0.2434853697772373|0.2439555206026856|0.24274639148013516|0.2420533402167926
salinas,5,pcal,0.0,0.74,0.741,0.741,42|43|44|45|46,0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926
salinas,6,pcal,0.0,0.757,0.77,0.77,42|43|44|45|46|48,0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24172895583624052
salinas,7,pcal,0.0,0.761,0.776,0.776,42|43|44|45|46|47|48,0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052
salinas,8,pcal,0.0,0.768,0.789,0.789,42|43|44|45|46|47|48|49,0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336
salinas,9,pcal,0.0,0.787,0.81,0.81,41|42|43|44|45|46|47|48|49,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336
salinas,10,pcal,0.0,0.795,0.821,0.821,41|42|43|44|45|46|47|48|49|50,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071
salinas,11,pcal,0.0,0.804,0.834,0.834,41|42|43|44|45|46|47|48|49|50|51,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207
salinas,12,pcal,0.0,0.81,0.842,0.842,41|42|43|44|45|46|47|48|49|50|51|52,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554
salinas,13,pcal,0.0,0.814,0.848,0.848,41|42|43|44|45|46|47|48|49|50|51|52|53,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575
salinas,14,pcal,0.0,0.818,0.852,0.852,41|42|43|44|45|46|47|48|49|50|51|52|53|54,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491
salinas,15,pcal,0.0,0.822,0.855,0.855,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405
salinas,16,pcal,0.0,0.829,0.862,0.862,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722
salinas,17,pcal,0.0,0.835,0.867,0.867,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798
salinas,18,pcal,0.0,0.841,0.873,0.873,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677
salinas,19,pcal,0.0,0.845,0.876,0.876,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59,0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496
salinas,20,pcal,0.0,0.855,0.887,0.887,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496
salinas,21,pcal,0.0,0.86,0.892,0.892,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646
salinas,22,pcal,0.0,0.863,0.894,0.894,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828
salinas,23,pcal,0.0,0.871,0.905,0.905,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|74,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.21058329014020666
salinas,24,pcal,0.0,0.873,0.907,0.907,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|73|74,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.21027351539004838|0.21058329014020666
salinas,25,pcal,0.0,0.875,0.908,0.908,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|72|73|74,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.2096279900058144|0.21027351539004838|0.21058329014020666
salinas,26,pcal,0.0,0.875,0.909,0.909,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|72|73|74|75,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.2096279900058144|0.21027351539004838|0.21058329014020666|0.2088769291059881
salinas,27,pcal,0.0,0.877,0.91,0.91,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|71|72|73|74|75,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.20615110511754015|0.2096279900058144|0.21027351539004838|0.21058329014020666|0.2088769291059881
salinas,28,pcal,0.0,0.879,0.911,0.911,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|71|72|73|74|75,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.2036735414859992|0.20615110511754015|0.2096279900058144|0.21027351539004838|0.21058329014020666|0.2088769291059881
salinas,29,pcal,0.0,0.879,0.911,0.911,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|71|72|73|74|75|76,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.2036735414859992|0.20615110511754015|0.2096279900058144|0.21027351539004838|0.21058329014020666|0.2088769291059881|0.20363648065253975
salinas,30,pcal,0.0,0.88,0.912,0.912,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|70|71|72|73|74|75|76,0.22854567277046045|0.2400598900174652|0.2434853697772373|0.2439555206026856|0.24274639148013516|0.24196015289660033|0.2420533402167926|0.24141361859742363|0.24172895583624052|0.24037785065309336|0.23968871804789071|0.23962440846021207|0.2390160925182554|0.23872747223651575|0.23827138475376491|0.237758897355405|0.23670979444403722|0.23649539722018798|0.23476150565172677|0.2334511851477496|0.22561221441735646|0.22337290398774828|0.2036735414859992|0.20205157411773816|0.20615110511754015|0.2096279900058144|0.21027351539004838|0.21058329014020666|0.2088769291059881|0.20363648065253975
salinas,2,mcuve,17.351,0.66,0.614,0.614,43|44,0.0|0.0
salinas,3,mcuve,17.128,0.702,0.686,0.686,43|44|45,0.0|0.0|0.0
salinas,4,mcuve,17.887,0.726,0.723,0.723,43|44|45|46,0.0|0.0|0.0|0.0
salinas,5,mcuve,17.169,0.753,0.751,0.751,46|47|49|50|51,0.0|0.0|0.0|0.0|0.0
salinas,6,mcuve,17.252,0.764,0.778,0.778,44|45|46|47|48|50,0.0|0.0|0.0|0.0|0.0|0.0
salinas,7,mcuve,17.182,0.772,0.785,0.785,45|46|47|49|50|51|52,0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,8,mcuve,17.098,0.781,0.799,0.799,41|42|43|44|45|46|47|48,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,9,mcuve,17.855,0.777,0.8,0.8,42|43|44|45|46|47|48|49|50,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,10,mcuve,17.179,0.788,0.815,0.815,44|45|46|47|48|49|50|51|52|53,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,11,mcuve,17.231,0.804,0.834,0.834,41|42|43|44|45|46|47|48|49|50|51,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,12,mcuve,17.209,0.796,0.827,0.827,43|44|45|46|47|48|49|50|51|52|53|54,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,13,mcuve,17.323,0.814,0.848,0.848,41|42|43|44|45|46|47|48|49|50|51|52|53,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,14,mcuve,17.171,0.818,0.852,0.852,41|42|43|44|45|46|47|48|49|50|51|52|53|54,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,15,mcuve,17.806,0.822,0.855,0.855,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,16,mcuve,18.678,0.829,0.862,0.862,41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,17,mcuve,18.898,0.845,0.879,0.879,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,18,mcuve,17.248,0.848,0.881,0.881,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,19,mcuve,17.22,0.852,0.885,0.885,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,20,mcuve,17.237,0.855,0.887,0.887,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,21,mcuve,17.245,0.86,0.892,0.892,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,22,mcuve,17.148,0.871,0.904,0.904,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|73,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,23,mcuve,17.179,0.872,0.906,0.906,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|72|73,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,24,mcuve,17.198,0.873,0.907,0.907,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|72|73|74,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,25,mcuve,17.16,0.883,0.916,0.916,39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|72|73,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
salinas,26,mcuve,17.257,0.875,0.908,0.908,40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|71|72|73|74|75,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
