dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,13,c4,0,0.0,0.697,0.656,0.656,1|5|19|26|32|33|40|44|70|76|101|120|129,0.12087893486022949|0.023775724694132805|0.08828341215848923|0.057767827063798904|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.039450403302907944|0.047306470572948456|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,14,c4,0,0.0,0.7,0.659,0.659,1|5|19|26|32|33|40|44|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.08828341215848923|0.057767827063798904|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,15,c4,0,0.0,0.703,0.661,0.661,1|5|11|19|26|32|33|40|44|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,16,c4,0,0.0,0.707,0.664,0.664,1|5|11|19|26|32|33|40|44|62|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.016785986721515656|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,17,c4,0,0.0,0.71,0.666,0.666,1|5|11|19|26|29|32|33|40|44|62|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.016785986721515656|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,18,c4,0,0.0,0.711,0.665,0.665,1|5|11|19|26|29|32|33|40|44|62|63|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,19,c4,0,0.0,0.71,0.665,0.665,1|5|11|19|26|29|32|33|40|44|50|62|63|70|76|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,20,c4,0,0.0,0.71,0.665,0.665,1|5|11|19|26|29|32|33|40|44|50|62|63|70|76|89|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|1.1470835208892822|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,21,c4,0,0.0,0.711,0.665,0.665,1|5|11|19|22|26|29|32|33|40|44|50|62|63|70|76|89|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|1.1470835208892822|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,22,c4,0,0.0,0.711,0.664,0.664,1|5|11|19|22|26|29|32|33|40|44|50|62|63|70|76|89|90|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,23,c4,0,0.0,0.711,0.665,0.665,1|5|11|19|22|26|29|32|33|40|44|49|50|62|63|70|76|89|90|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.047306470572948456|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,24,c4,0,0.0,0.711,0.663,0.663,1|5|11|19|22|26|29|32|33|40|44|49|50|62|63|70|74|76|89|90|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,25,c4,0,0.0,0.712,0.665,0.665,1|5|11|19|22|26|29|32|33|40|44|49|50|62|63|70|74|76|77|89|90|96|101|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|1.142982006072998|0.9504281282424927
ghisaconus_health,26,c4,0,0.0,0.713,0.667,0.667,1|5|11|19|22|26|29|32|33|40|44|49|50|62|63|70|74|76|77|89|90|96|101|103|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|0.018454767763614655|1.142982006072998|0.9504281282424927
ghisaconus_health,27,c4,0,0.0,0.713,0.667,0.667,1|5|11|19|22|26|29|32|33|40|44|49|50|57|62|63|70|74|76|77|89|90|96|101|103|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|1.1298054456710815|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3766115605831146|0.018454767763614655|1.142982006072998|0.9504281282424927
ghisaconus_health,28,c4,0,0.0,0.712,0.666,0.666,1|5|11|19|22|26|29|32|33|40|44|49|50|57|62|63|70|74|76|77|89|90|96|97|101|103|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|1.1298054456710815|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3240923285484314|0.3766115605831146|0.018454767763614655|1.142982006072998|0.9504281282424927
ghisaconus_health,29,c4,0,0.0,0.713,0.667,0.667,1|5|11|19|22|26|29|32|33|39|40|44|49|50|57|62|63|70|74|76|77|89|90|96|97|101|103|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|0.11805317550897598|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|1.1298054456710815|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3240923285484314|0.3766115605831146|0.018454767763614655|1.142982006072998|0.9504281282424927
ghisaconus_health,30,c4,0,0.0,0.712,0.666,0.666,1|5|11|19|22|26|29|32|33|39|40|44|49|50|57|62|63|70|74|76|77|89|90|96|97|101|103|107|120|129,0.12087893486022949|0.023775724694132805|0.05305786058306694|0.08828341215848923|0.2648460566997528|0.057767827063798904|0.15258345007896423|0.31117579340934753|0.40749838948249817|0.11805317550897598|1.238845944404602|0.12282411009073257|0.8466463088989258|0.6573492288589478|1.1298054456710815|0.016785986721515656|0.4952090382575989|0.039450403302907944|0.3567338287830353|0.047306470572948456|0.41830921173095703|1.1470835208892822|0.08302383869886398|0.6642187833786011|0.3240923285484314|0.3766115605831146|0.018454767763614655|0.9162561893463135|1.142982006072998|0.9504281282424927
