dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,bsdr3ae2,0,6.564,0.552,0.397,0.397,66|133,1|1
indian_pines,3,bsdr3ae2,0,4.538,0.643,0.558,0.558,51|99|148,1|1|1
indian_pines,4,bsdr3ae2,0,4.366,0.634,0.558,0.558,40|79|119|158,1|1|1|1
indian_pines,5,bsdr3ae2,0,4.449,0.711,0.671,0.671,33|66|99|132|165,1|1|1|1|1
indian_pines,6,bsdr3ae2,0,4.392,0.675,0.615,0.615,28|58|85|113|141|169,1|1|1|1|1|1
indian_pines,7,bsdr3ae2,0,4.456,0.725,0.682,0.682,25|50|75|99|124|148|173,1|1|1|1|1|1|1
indian_pines,8,bsdr3ae2,0,4.436,0.711,0.683,0.683,23|43|66|88|110|133|154|177,1|1|1|1|1|1|1|1
indian_pines,9,bsdr3ae2,0,8.285,0.717,0.672,0.672,19|41|60|79|99|118|138|158|178,1|1|1|1|1|1|1|1|1
indian_pines,10,bsdr3ae2,0,4.47,0.708,0.654,0.654,18|36|53|68|90|108|126|144|162|180,1|1|1|1|1|1|1|1|1|1
indian_pines,11,bsdr3ae2,0,4.417,0.757,0.724,0.724,16|34|52|66|83|98|116|134|148|165|181,1|1|1|1|1|1|1|1|1|1|1
indian_pines,12,bsdr3ae2,0,4.381,0.712,0.671,0.671,15|30|45|61|76|91|107|122|137|153|167|182,1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,13,bsdr3ae2,0,4.573,0.734,0.701,0.701,14|28|43|58|70|86|99|113|128|141|155|169|183,1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,14,bsdr3ae2,0,9.229,0.708,0.67,0.67,14|27|40|53|66|79|92|106|119|132|145|158|171|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,15,bsdr3ae2,0,4.467,0.752,0.72,0.72,13|24|38|50|62|75|87|99|111|124|135|148|161|173|185,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,16,bsdr3ae2,0,4.47,0.725,0.679,0.679,11|23|35|45|59|68|82|92|105|116|131|139|151|163|174|186,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,17,bsdr3ae2,0,4.452,0.727,0.683,0.683,11|23|34|47|53|65|77|88|99|110|119|132|143|154|165|177|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,18,bsdr3ae2,0,4.542,0.716,0.669,0.669,10|21|32|42|52|67|71|83|94|104|115|124|135|146|156|167|177|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,19,bsdr3ae2,0,9.739,0.751,0.712,0.712,10|20|30|40|50|59|69|79|89|99|109|119|128|138|148|158|167|178|188,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,20,bsdr3ae2,0,4.455,0.72,0.667,0.667,9|19|28|38|48|57|65|75|85|95|104|115|123|131|141|151|160|170|178|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,21,bsdr3ae2,0,4.571,0.738,0.682,0.682,9|19|27|36|46|52|64|71|83|90|99|108|116|125|135|144|153|162|171|180|190,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,22,bsdr3ae2,0,4.456,0.738,0.682,0.682,9|18|26|35|44|52|61|69|78|86|96|103|111|122|129|138|148|154|164|172|180|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,23,bsdr3ae2,0,4.485,0.756,0.697,0.697,8|16|25|33|42|51|58|65|75|83|90|99|107|116|123|134|140|148|156|165|173|181|190,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
