dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,2,c3,0,132.818,0.563,0.47,0.47,1|32,0.5610969066619873|1.5534800291061401
ghisaconus_health,3,c3,0,0.001,0.62,0.536,0.536,1|32|101,0.5610969066619873|1.5534800291061401|0.010426792316138744
ghisaconus_health,4,c3,0,0.0,0.645,0.588,0.588,1|32|101|120,0.5610969066619873|1.5534800291061401|0.010426792316138744|0.05080467090010643
ghisaconus_health,5,c3,0,0.0,0.652,0.598,0.598,1|32|76|101|120,0.5610969066619873|1.5534800291061401|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,6,c3,0,0.0,0.667,0.618,0.618,1|32|40|76|101|120,0.5610969066619873|1.5534800291061401|1.0735406875610352|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,7,c3,0,0.0,0.672,0.625,0.625,1|32|33|40|76|101|120,0.5610969066619873|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,8,c3,0,0.0,0.666,0.624,0.624,1|32|33|40|57|76|101|120,0.5610969066619873|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,9,c3,0,0.0,0.675,0.63,0.63,1|19|32|33|40|57|76|101|120,0.5610969066619873|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,10,c3,0,0.0,0.679,0.634,0.634,1|11|19|32|33|40|57|76|101|120,0.5610969066619873|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,11,c3,0,0.0,0.68,0.635,0.635,1|11|19|32|33|40|50|57|76|101|120,0.5610969066619873|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.1555848866701126|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,12,c3,0,0.0,0.684,0.636,0.636,1|5|11|19|32|33|40|50|57|76|101|120,0.5610969066619873|1.1517146825790405|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.1555848866701126|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643
ghisaconus_health,13,c3,0,0.0,0.686,0.637,0.637,1|5|11|19|32|33|40|50|57|76|101|120|129,0.5610969066619873|1.1517146825790405|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.1555848866701126|0.08442394435405731|0.4287235736846924|0.010426792316138744|0.05080467090010643|0.34409385919570923
ghisaconus_health,14,c3,0,0.0,0.691,0.643,0.643,1|5|11|19|32|33|40|50|57|76|96|101|120|129,0.5610969066619873|1.1517146825790405|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.1555848866701126|0.08442394435405731|0.4287235736846924|0.8602163791656494|0.010426792316138744|0.05080467090010643|0.34409385919570923
ghisaconus_health,15,c3,0,0.0,0.69,0.642,0.642,1|5|11|19|32|33|40|50|57|76|96|101|107|120|129,0.5610969066619873|1.1517146825790405|0.3475119173526764|0.08973906189203262|1.5534800291061401|0.10103952139616013|1.0735406875610352|0.1555848866701126|0.08442394435405731|0.4287235736846924|0.8602163791656494|0.010426792316138744|0.04517242684960365|0.05080467090010643|0.34409385919570923
