dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,bsdrattn2,0,7.578,0.546,0.411,0.411,19|127,2.7245497703552246|2.9842019081115723
indian_pines,3,bsdrattn2,0,4.387,0.636,0.566,0.566,38|127|160,2.2273950576782227|2.4790756702423096|2.7614388465881348
indian_pines,4,bsdrattn2,0,4.772,0.661,0.586,0.586,29|115|128|160,2.3928236961364746|3.10056734085083|2.739022731781006|3.094168186187744
indian_pines,5,bsdrattn2,0,4.707,0.631,0.543,0.543,92|118|127|135|154,2.3601560592651367|2.081892251968384|2.6407723426818848|2.5599374771118164|2.516986131668091
indian_pines,6,bsdrattn2,0,4.786,0.734,0.684,0.684,7|34|41|52|113|126,1.7256044149398804|1.3110296726226807|1.5650806427001953|1.6616488695144653|1.5234042406082153|0.8217984437942505
indian_pines,7,bsdrattn2,0,5.385,0.675,0.631,0.631,6|17|34|100|109|121|125,2.271763563156128|2.7790870666503906|2.5782389640808105|1.5116124153137207|3.34218692779541|3.501511573791504|3.9316444396972656
indian_pines,8,bsdrattn2,0,5.159,0.713,0.674,0.674,19|34|41|52|149|161|177|184,3.4657466411590576|1.462273120880127|2.6627230644226074|1.825028657913208|2.1803746223449707|0.9209645986557007|1.1020667552947998|3.358391761779785
indian_pines,9,bsdrattn2,0,5.373,0.756,0.727,0.727,14|35|41|69|100|112|148|161|176,0.420422226190567|0.3903909921646118|0.24468488991260529|0.5083790421485901|0.5509477257728577|0.4010583460330963|0.35935455560684204|0.37268689274787903|0.5134055614471436
indian_pines,10,bsdrattn2,0,5.691,0.742,0.702,0.702,34|37|58|71|112|128|149|153|159|172,0.5516108274459839|0.5047094225883484|0.27670997381210327|0.29593947529792786|0.32789403200149536|0.42248716950416565|0.4250791072845459|0.5128426551818848|0.36342328786849976|0.36395344138145447
indian_pines,11,bsdrattn2,0,5.645,0.765,0.729,0.729,19|34|35|38|52|124|130|148|160|162|172,0.899709939956665|0.00554597657173872|0.5396387577056885|0.5368087887763977|0.5857913494110107|0.6124475598335266|0.7083434462547302|0.5682071447372437|0.7016937136650085|0.7351032495498657|0.07222684472799301
indian_pines,12,bsdrattn2,0,5.575,0.745,0.72,0.72,8|16|19|34|36|38|69|100|112|148|153|172,0.9201341867446899|0.8087129592895508|0.687949001789093|0.7438298463821411|1.0063753128051758|0.13902418315410614|0.9266960024833679|0.6181138753890991|0.6716554760932922|0.9485561847686768|0.9289723038673401|0.9188632965087891
indian_pines,13,bsdrattn2,0,5.849,0.775,0.745,0.745,18|34|35|38|41|52|58|99|125|148|161|162|172,1.0638519525527954|0.46653029322624207|0.01017535850405693|0.7093732357025146|1.0987979173660278|0.5211049914360046|0.5414276719093323|0.8768989443778992|0.47395697236061096|0.9864959716796875|1.180712342262268|0.9066784381866455|1.0065933465957642
indian_pines,14,bsdrattn2,0,6.093,0.738,0.722,0.722,11|26|35|59|111|123|126|149|160|162|171|178|182|184,0.09047228842973709|4.270035266876221|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|5.265909671783447|0.15901875495910645|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,15,bsdrattn2,0,5.821,0.742,0.726,0.726,11|26|34|35|59|111|123|126|149|160|162|171|178|182|184,0.09047228842973709|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|5.265909671783447|0.15901875495910645|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,16,bsdrattn2,0,5.865,0.743,0.728,0.728,11|26|34|35|59|111|123|126|135|149|160|162|171|178|182|184,0.09047228842973709|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|0.08637338131666183|5.265909671783447|0.15901875495910645|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,17,bsdrattn2,0,5.879,0.746,0.729,0.729,11|18|26|34|35|59|111|123|126|135|149|160|162|171|178|182|184,0.09047228842973709|0.05487147718667984|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|0.08637338131666183|5.265909671783447|0.15901875495910645|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,18,bsdrattn2,0,6.033,0.746,0.726,0.726,11|18|24|26|34|35|59|111|123|126|135|149|160|162|171|178|182|184,0.09047228842973709|0.05487147718667984|1.1480646133422852|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|0.08637338131666183|5.265909671783447|0.15901875495910645|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,19,bsdrattn2,0,5.844,0.745,0.727,0.727,11|18|24|26|34|35|59|111|123|126|135|149|160|161|162|171|178|182|184,0.09047228842973709|0.05487147718667984|1.1480646133422852|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|0.08637338131666183|5.265909671783447|0.15901875495910645|0.15868335962295532|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
indian_pines,20,bsdrattn2,0,5.862,0.747,0.728,0.728,11|18|24|26|34|35|59|111|123|126|128|135|149|160|161|162|171|178|182|184,0.09047228842973709|0.05487147718667984|1.1480646133422852|4.270035266876221|1.4854373931884766|4.979057312011719|4.155240058898926|3.5331175327301025|5.464970588684082|1.9431217908859253|5.336658954620361|0.08637338131666183|5.265909671783447|0.15901875495910645|0.15868335962295532|0.8028922080993652|2.9028594493865967|2.16029953956604|3.33542537689209|4.456974029541016
