dataset,target_size,algorithm,props,oa,aa,k,fold
indian_pines,2,bsdrattn2,0,0.55,0.39,0.47,0
indian_pines,2,bsdrattn2,0,0.57,0.45,0.5,1
indian_pines,2,bsdrattn2,0,0.57,0.41,0.49,2
indian_pines,2,bsdrattn2,0,0.56,0.41,0.48,3
indian_pines,2,bsdrattn2,0,0.57,0.46,0.49,4
indian_pines,2,bsdrattn2,0,0.56,0.41,0.48,5
indian_pines,2,bsdrattn2,0,0.56,0.41,0.48,6
indian_pines,2,bsdrattn2,0,0.57,0.42,0.49,7
indian_pines,2,bsdrattn2,0,0.55,0.37,0.47,8
indian_pines,2,bsdrattn2,0,0.57,0.44,0.49,9
indian_pines,2,bsdrattn2,0,0.58,0.42,0.52,10
indian_pines,2,bsdrattn2,0,0.55,0.41,0.47,11
indian_pines,2,bsdrattn2,0,0.55,0.38,0.46,12
indian_pines,2,bsdrattn2,0,0.55,0.39,0.46,13
indian_pines,2,bsdrattn2,0,0.55,0.43,0.46,14
indian_pines,2,bsdrattn2,0,0.58,0.44,0.51,15
indian_pines,2,bsdrattn2,0,0.58,0.44,0.51,16
indian_pines,2,bsdrattn2,0,0.58,0.45,0.51,17
indian_pines,2,bsdrattn2,0,0.56,0.42,0.48,18
indian_pines,2,bsdrattn2,0,0.55,0.41,0.46,19
indian_pines,3,bsdrattn2,0,0.63,0.5,0.58,0
indian_pines,3,bsdrattn2,0,0.64,0.52,0.58,1
indian_pines,3,bsdrattn2,0,0.63,0.49,0.58,2
indian_pines,3,bsdrattn2,0,0.62,0.48,0.56,3
indian_pines,3,bsdrattn2,0,0.62,0.49,0.56,4
indian_pines,3,bsdrattn2,0,0.62,0.49,0.56,5
indian_pines,3,bsdrattn2,0,0.64,0.52,0.58,6
indian_pines,3,bsdrattn2,0,0.62,0.5,0.56,7
indian_pines,3,bsdrattn2,0,0.62,0.49,0.56,8
indian_pines,3,bsdrattn2,0,0.62,0.54,0.57,9
indian_pines,3,bsdrattn2,0,0.63,0.53,0.58,10
indian_pines,3,bsdrattn2,0,0.62,0.49,0.56,11
indian_pines,3,bsdrattn2,0,0.64,0.53,0.58,12
indian_pines,3,bsdrattn2,0,0.63,0.53,0.57,13
indian_pines,3,bsdrattn2,0,0.62,0.51,0.57,14
indian_pines,3,bsdrattn2,0,0.61,0.5,0.56,15
indian_pines,3,bsdrattn2,0,0.63,0.54,0.57,16
indian_pines,3,bsdrattn2,0,0.63,0.49,0.57,17
indian_pines,3,bsdrattn2,0,0.62,0.49,0.56,18
indian_pines,3,bsdrattn2,0,0.61,0.5,0.55,19
indian_pines,4,bsdrattn2,0,0.64,0.52,0.59,0
indian_pines,4,bsdrattn2,0,0.66,0.54,0.61,1
indian_pines,4,bsdrattn2,0,0.65,0.55,0.6,2
indian_pines,4,bsdrattn2,0,0.64,0.54,0.58,3
indian_pines,4,bsdrattn2,0,0.64,0.55,0.59,4
indian_pines,4,bsdrattn2,0,0.65,0.52,0.6,5
indian_pines,4,bsdrattn2,0,0.65,0.55,0.6,6
indian_pines,4,bsdrattn2,0,0.62,0.54,0.56,7
indian_pines,4,bsdrattn2,0,0.63,0.53,0.58,8
indian_pines,4,bsdrattn2,0,0.64,0.56,0.58,9
indian_pines,4,bsdrattn2,0,0.64,0.56,0.59,10
indian_pines,4,bsdrattn2,0,0.65,0.51,0.59,11
