dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,bsdrattn3,0,43.251,0.496,0.312,0.312,149|171,1.9898645877838135|1.8468952178955078
indian_pines,3,bsdrattn3,0,39.513,0.558,0.43,0.43,68|149|171,0.0030124543700367212|1.9898645877838135|1.8468952178955078
indian_pines,4,bsdrattn3,0,41.173,0.64,0.551,0.551,68|125|149|171,0.0030124543700367212|1.0771093368530273|1.9898645877838135|1.8468952178955078
indian_pines,5,bsdrattn3,0,40.787,0.673,0.601,0.601,68|112|125|149|171,0.0030124543700367212|0.009417476132512093|1.0771093368530273|1.9898645877838135|1.8468952178955078
indian_pines,6,bsdrattn3,0,40.318,0.667,0.596,0.596,68|112|125|140|149|171,0.0030124543700367212|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|1.8468952178955078
indian_pines,7,bsdrattn3,0,41.171,0.697,0.643,0.643,38|68|112|125|140|149|171,0.014810172840952873|0.0030124543700367212|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|1.8468952178955078
indian_pines,8,bsdrattn3,0,37.758,0.722,0.674,0.674,35|38|68|112|125|140|149|171,0.6118801236152649|0.014810172840952873|0.0030124543700367212|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|1.8468952178955078
indian_pines,9,bsdrattn3,0,42.461,0.721,0.671,0.671,35|38|68|112|125|140|149|153|171,0.6118801236152649|0.014810172840952873|0.0030124543700367212|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|0.014933556318283081|1.8468952178955078
indian_pines,10,bsdrattn3,0,37.945,0.726,0.68,0.68,35|38|68|100|112|125|140|149|153|171,0.6118801236152649|0.014810172840952873|0.0030124543700367212|2.103658676147461|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|0.014933556318283081|1.8468952178955078
indian_pines,11,bsdrattn3,0,36.965,0.73,0.689,0.689,35|38|68|100|112|125|140|149|153|171|174,0.6118801236152649|0.014810172840952873|0.0030124543700367212|2.103658676147461|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|0.014933556318283081|1.8468952178955078|1.0475099086761475
indian_pines,12,bsdrattn3,0,40.017,0.729,0.692,0.692,35|38|50|68|100|112|125|140|149|153|171|174,0.6118801236152649|0.014810172840952873|1.5226554870605469|0.0030124543700367212|2.103658676147461|0.009417476132512093|1.0771093368530273|0.003313229652121663|1.9898645877838135|0.014933556318283081|1.8468952178955078|1.0475099086761475
