dataset,target_size,algorithm,props,oa,aa,k,fold
indian_pines,10,bsdrattn2spec,10,0.71,0.66,0.67,0
indian_pines,10,bsdrattn2spec,10,0.71,0.65,0.67,1
indian_pines,10,bsdrattn2spec,10,0.71,0.66,0.67,2
indian_pines,10,bsdrattn2spec,10,0.7,0.69,0.66,3
indian_pines,10,bsdrattn2spec,10,0.7,0.64,0.66,4
indian_pines,10,bsdrattn2spec,10,0.69,0.61,0.65,5
indian_pines,10,bsdrattn2spec,10,0.68,0.65,0.64,6
indian_pines,10,bsdrattn2spec,10,0.72,0.64,0.69,7
indian_pines,10,bsdrattn2spec,10,0.71,0.63,0.67,8
indian_pines,10,bsdrattn2spec,10,0.71,0.67,0.67,9
indian_pines,10,bsdrattn2spec,10,0.7,0.63,0.65,10
indian_pines,10,bsdrattn2spec,10,0.71,0.67,0.66,11
indian_pines,10,bsdrattn2spec,10,0.69,0.69,0.65,12
indian_pines,10,bsdrattn2spec,10,0.7,0.61,0.66,13
indian_pines,10,bsdrattn2spec,10,0.71,0.64,0.67,14
indian_pines,10,bsdrattn2spec,10,0.68,0.61,0.64,15
indian_pines,10,bsdrattn2spec,10,0.71,0.63,0.67,16
indian_pines,10,bsdrattn2spec,10,0.72,0.68,0.68,17
indian_pines,10,bsdrattn2spec,10,0.7,0.63,0.66,18
indian_pines,10,bsdrattn2spec,10,0.69,0.64,0.65,19
indian_pines,10,bsdrattn2spec,11,0.75,0.74,0.72,0
indian_pines,10,bsdrattn2spec,11,0.77,0.7,0.73,1
indian_pines,10,bsdrattn2spec,11,0.76,0.73,0.73,2
indian_pines,10,bsdrattn2spec,11,0.76,0.77,0.73,3
indian_pines,10,bsdrattn2spec,11,0.78,0.78,0.75,4
indian_pines,10,bsdrattn2spec,11,0.76,0.72,0.73,5
indian_pines,10,bsdrattn2spec,11,0.76,0.7,0.73,6
indian_pines,10,bsdrattn2spec,11,0.78,0.76,0.75,7
indian_pines,10,bsdrattn2spec,11,0.75,0.73,0.72,8
indian_pines,10,bsdrattn2spec,11,0.76,0.74,0.73,9
indian_pines,10,bsdrattn2spec,11,0.76,0.75,0.73,10
indian_pines,10,bsdrattn2spec,11,0.76,0.73,0.72,11
indian_pines,10,bsdrattn2spec,11,0.75,0.74,0.72,12
indian_pines,10,bsdrattn2spec,11,0.78,0.74,0.75,13
indian_pines,10,bsdrattn2spec,11,0.75,0.72,0.72,14
indian_pines,10,bsdrattn2spec,11,0.76,0.69,0.73,15
indian_pines,10,bsdrattn2spec,11,0.78,0.74,0.75,16
indian_pines,10,bsdrattn2spec,11,0.77,0.74,0.73,17
indian_pines,10,bsdrattn2spec,11,0.76,0.72,0.73,18
indian_pines,10,bsdrattn2spec,11,0.75,0.73,0.71,19
indian_pines,10,bsdrattn2spec,12,0.76,0.71,0.72,0
indian_pines,10,bsdrattn2spec,12,0.74,0.7,0.71,1
indian_pines,10,bsdrattn2spec,12,0.75,0.7,0.71,2
indian_pines,10,bsdrattn2spec,12,0.74,0.74,0.71,3
indian_pines,10,bsdrattn2spec,12,0.76,0.74,0.73,4
indian_pines,10,bsdrattn2spec,12,0.73,0.68,0.69,5
indian_pines,10,bsdrattn2spec,12,0.72,0.66,0.68,6
indian_pines,10,bsdrattn2spec,12,0.75,0.69,0.72,7
indian_pines,10,bsdrattn2spec,12,0.72,0.69,0.69,8
indian_pines,10,bsdrattn2spec,12,0.74,0.72,0.71,9
indian_pines,10,bsdrattn2spec,12,0.73,0.71,0.69,10
indian_pines,10,bsdrattn2spec,12,0.75,0.72,0.71,11
indian_pines,10,bsdrattn2spec,12,0.74,0.68,0.71,12
indian_pines,10,bsdrattn2spec,12,0.74,0.67,0.7,13
indian_pines,10,bsdrattn2spec,12,0.74,0.69,0.7,14
indian_pines,10,bsdrattn2spec,12,0.74,0.66,0.7,15
indian_pines,10,bsdrattn2spec,12,0.75,0.69,0.72,16
indian_pines,10,bsdrattn2spec,12,0.74,0.68,0.7,17
indian_pines,10,bsdrattn2spec,12,0.72,0.66,0.69,18
indian_pines,10,bsdrattn2spec,12,0.72,0.7,0.68,19
indian_pines,10,bsdrattn2spec,13,0.75,0.66,0.72,0
indian_pines,10,bsdrattn2spec,13,0.77,0.67,0.73,1
indian_pines,10,bsdrattn2spec,13,0.74,0.73,0.7,2
indian_pines,10,bsdrattn2spec,13,0.77,0.75,0.74,3
indian_pines,10,bsdrattn2spec,13,0.76,0.76,0.73,4
indian_pines,10,bsdrattn2spec,13,0.76,0.71,0.73,5
indian_pines,10,bsdrattn2spec,13,0.74,0.7,0.71,6
indian_pines,10,bsdrattn2spec,13,0.77,0.75,0.74,7
indian_pines,10,bsdrattn2spec,13,0.76,0.73,0.72,8
indian_pines,10,bsdrattn2spec,13,0.75,0.74,0.72,9
indian_pines,10,bsdrattn2spec,13,0.76,0.76,0.73,10
indian_pines,10,bsdrattn2spec,13,0.77,0.72,0.73,11
indian_pines,10,bsdrattn2spec,13,0.76,0.73,0.73,12
indian_pines,10,bsdrattn2spec,13,0.76,0.72,0.73,13
indian_pines,10,bsdrattn2spec,13,0.76,0.73,0.72,14
indian_pines,10,bsdrattn2spec,13,0.76,0.68,0.73,15
indian_pines,10,bsdrattn2spec,13,0.74,0.69,0.71,16
indian_pines,10,bsdrattn2spec,13,0.76,0.73,0.72,17
indian_pines,10,bsdrattn2spec,13,0.76,0.7,0.73,18
indian_pines,10,bsdrattn2spec,13,0.74,0.73,0.7,19
indian_pines,10,bsdrattn2spec,14,0.77,0.75,0.73,0
indian_pines,10,bsdrattn2spec,14,0.77,0.73,0.73,1
indian_pines,10,bsdrattn2spec,14,0.76,0.74,0.73,2
indian_pines,10,bsdrattn2spec,14,0.76,0.72,0.73,3
indian_pines,10,bsdrattn2spec,14,0.76,0.74,0.72,4
indian_pines,10,bsdrattn2spec,14,0.75,0.72,0.72,5
indian_pines,10,bsdrattn2spec,14,0.75,0.69,0.71,6
indian_pines,10,bsdrattn2spec,14,0.76,0.74,0.73,7
indian_pines,10,bsdrattn2spec,14,0.76,0.73,0.73,8
indian_pines,10,bsdrattn2spec,14,0.75,0.73,0.72,9
indian_pines,10,bsdrattn2spec,14,0.76,0.72,0.73,10
indian_pines,10,bsdrattn2spec,14,0.77,0.73,0.74,11
indian_pines,10,bsdrattn2spec,14,0.76,0.73,0.72,12
