dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus,2,random,0,0.002,0.542,0.412,0.412,59|71,1|1
ghisaconus,3,random,0,0.0,0.609,0.505,0.505,10|20|112,1|1|1
ghisaconus,4,random,0,0.0,0.567,0.449,0.449,57|73|117|119,1|1|1|1
ghisaconus,5,random,0,0.0,0.633,0.557,0.557,7|24|40|96|116,1|1|1|1|1
ghisaconus,6,random,0,0.0,0.602,0.527,0.527,20|47|75|108|111|112,1|1|1|1|1|1
ghisaconus,7,random,0,0.001,0.655,0.584,0.584,6|24|53|75|98|103|112,1|1|1|1|1|1|1
ghisaconus,8,random,0,0.0,0.662,0.589,0.589,22|29|51|64|69|116|117|125,1|1|1|1|1|1|1|1
ghisaconus,9,random,0,0.001,0.634,0.575,0.575,18|37|51|69|78|108|112|121|122,1|1|1|1|1|1|1|1|1
ghisaconus,10,random,0,0.0,0.658,0.589,0.589,18|27|28|52|55|72|94|95|104|112,1|1|1|1|1|1|1|1|1|1
ghisaconus,11,random,0,0.0,0.7,0.627,0.627,5|12|15|29|41|55|61|90|92|100|102,1|1|1|1|1|1|1|1|1|1|1
ghisaconus,12,random,0,0.0,0.683,0.626,0.626,4|12|17|33|37|44|46|73|77|103|104|113,1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,13,random,0,0.001,0.72,0.656,0.656,3|10|14|22|24|30|42|60|69|75|93|114|129,1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,14,random,0,0.0,0.676,0.615,0.615,2|3|17|18|38|44|46|51|80|87|92|109|123|126,1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,15,random,0,0.0,0.693,0.636,0.636,12|25|26|36|37|48|55|77|96|99|105|115|118|129|130,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,16,random,0,0.001,0.699,0.653,0.653,3|5|12|22|35|38|49|67|68|78|93|94|99|102|103|106,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,17,random,0,0.0,0.693,0.633,0.633,19|24|29|31|37|52|64|66|81|82|89|90|91|92|114|115|120,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,18,random,0,0.0,0.712,0.643,0.643,8|9|16|28|38|42|43|44|54|55|56|80|87|89|97|98|108|123,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,19,random,0,0.0,0.712,0.651,0.651,0|2|12|16|20|23|34|41|64|67|71|75|77|78|88|114|120|121|130,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,20,random,0,0.0,0.708,0.65,0.65,0|10|20|26|34|46|49|54|55|57|58|61|68|72|77|78|99|112|121|128,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,21,random,0,0.001,0.707,0.645,0.645,2|4|23|26|46|54|56|57|58|59|63|65|86|87|104|106|113|115|117|127|128,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,22,random,0,0.001,0.735,0.679,0.679,4|8|14|23|27|32|38|45|47|49|53|58|72|75|92|95|101|102|104|106|126|130,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,23,random,0,0.0,0.738,0.674,0.674,3|8|14|20|26|27|34|40|41|49|55|57|61|65|80|81|87|93|95|105|108|115|119,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,24,random,0,0.0,0.716,0.656,0.656,4|5|7|13|20|22|35|36|39|43|54|68|69|76|77|82|85|86|93|109|114|118|120|121,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,25,random,0,0.0,0.734,0.68,0.68,4|15|18|22|27|33|35|47|49|72|85|86|90|92|101|102|103|105|106|111|112|116|121|122|128,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,26,random,0,0.0,0.744,0.671,0.671,0|6|11|18|24|27|35|41|51|54|55|60|63|64|68|72|80|81|88|94|96|97|99|104|119|121,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,27,random,0,0.0,0.733,0.669,0.669,1|11|20|22|30|31|36|42|45|46|63|79|80|83|90|92|94|95|98|99|101|102|108|114|119|126|128,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,28,random,0,0.0,0.741,0.672,0.672,2|3|9|13|14|16|18|28|32|43|44|45|46|50|62|66|74|76|78|90|98|100|101|103|104|105|110|126,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,29,random,0,0.0,0.721,0.657,0.657,1|14|17|26|31|32|36|39|41|42|45|47|48|51|55|68|71|74|76|79|81|83|86|90|91|103|110|111|130,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,30,random,0,0.001,0.728,0.65,0.65,6|11|12|13|14|19|29|30|32|40|41|52|55|57|59|60|75|76|77|79|88|91|93|101|102|103|104|108|127|129,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
ghisaconus,2,linspacer,0,0.001,0.522,0.388,0.388,32|98,1|1
ghisaconus,3,linspacer,0,0.0,0.598,0.487,0.487,22|65|108,1|1|1
ghisaconus,4,linspacer,0,0.0,0.641,0.555,0.555,16|49|81|114,1|1|1|1
ghisaconus,5,linspacer,0,0.0,0.636,0.566,0.566,13|39|65|91|117,1|1|1|1|1
ghisaconus,6,linspacer,0,0.0,0.651,0.585,0.585,11|32|54|76|98|119,1|1|1|1|1|1
ghisaconus,7,linspacer,0,0.0,0.638,0.577,0.577,9|28|46|65|84|102|121,1|1|1|1|1|1|1
ghisaconus,8,linspacer,0,0.0,0.657,0.587,0.587,8|24|41|57|73|89|106|122,1|1|1|1|1|1|1|1
