dataset,target_size,algorithm,oa,aa,k,fold
ghisaconus,2,random,0.52,0.41,0.33,0
ghisaconus,2,random,0.55,0.44,0.36,1
ghisaconus,2,random,0.54,0.41,0.35,2
ghisaconus,2,random,0.53,0.4,0.32,3
ghisaconus,2,random,0.55,0.42,0.37,4
ghisaconus,2,random,0.53,0.42,0.34,5
ghisaconus,2,random,0.55,0.42,0.37,6
ghisaconus,2,random,0.55,0.39,0.36,7
ghisaconus,2,random,0.55,0.43,0.37,8
ghisaconus,2,random,0.55,0.43,0.37,9
ghisaconus,2,random,0.53,0.39,0.36,10
ghisaconus,2,random,0.54,0.39,0.35,11
ghisaconus,2,random,0.55,0.41,0.36,12
ghisaconus,2,random,0.54,0.39,0.34,13
ghisaconus,2,random,0.54,0.39,0.36,14
ghisaconus,2,random,0.55,0.41,0.37,15
ghisaconus,2,random,0.55,0.42,0.37,16
ghisaconus,2,random,0.55,0.46,0.37,17
ghisaconus,2,random,0.54,0.38,0.35,18
ghisaconus,2,random,0.54,0.42,0.35,19
ghisaconus,3,random,0.62,0.53,0.47,0
ghisaconus,3,random,0.62,0.52,0.46,1
ghisaconus,3,random,0.61,0.55,0.46,2
ghisaconus,3,random,0.6,0.52,0.44,3
ghisaconus,3,random,0.61,0.49,0.46,4
ghisaconus,3,random,0.6,0.52,0.44,5
ghisaconus,3,random,0.63,0.51,0.47,6
ghisaconus,3,random,0.6,0.5,0.45,7
ghisaconus,3,random,0.62,0.47,0.46,8
ghisaconus,3,random,0.61,0.47,0.45,9
ghisaconus,3,random,0.61,0.52,0.45,10
ghisaconus,3,random,0.6,0.49,0.44,11
ghisaconus,3,random,0.62,0.53,0.47,12
ghisaconus,3,random,0.6,0.47,0.42,13
ghisaconus,3,random,0.6,0.5,0.45,14
ghisaconus,3,random,0.6,0.54,0.45,15
ghisaconus,3,random,0.6,0.45,0.43,16
ghisaconus,3,random,0.61,0.49,0.45,17
ghisaconus,3,random,0.6,0.51,0.44,18
ghisaconus,3,random,0.61,0.52,0.45,19
ghisaconus,4,random,0.55,0.46,0.37,0
ghisaconus,4,random,0.58,0.47,0.41,1
ghisaconus,4,random,0.58,0.48,0.41,2
ghisaconus,4,random,0.58,0.47,0.41,3
ghisaconus,4,random,0.59,0.46,0.42,4
ghisaconus,4,random,0.58,0.43,0.4,5
ghisaconus,4,random,0.58,0.45,0.4,6
ghisaconus,4,random,0.58,0.44,0.4,7
ghisaconus,4,random,0.56,0.46,0.38,8
ghisaconus,4,random,0.58,0.45,0.4,9
ghisaconus,4,random,0.57,0.43,0.39,10
ghisaconus,4,random,0.55,0.44,0.36,11
ghisaconus,4,random,0.56,0.44,0.39,12
ghisaconus,4,random,0.57,0.44,0.39,13
ghisaconus,4,random,0.55,0.44,0.38,14
ghisaconus,4,random,0.56,0.45,0.38,15
ghisaconus,4,random,0.57,0.45,0.4,16
ghisaconus,4,random,0.56,0.46,0.39,17
ghisaconus,4,random,0.55,0.41,0.37,18
ghisaconus,4,random,0.56,0.47,0.39,19
ghisaconus,5,random,0.63,0.53,0.48,0
ghisaconus,5,random,0.64,0.57,0.5,1
ghisaconus,5,random,0.66,0.57,0.52,2
ghisaconus,5,random,0.63,0.54,0.48,3
ghisaconus,5,random,0.62,0.54,0.47,4
ghisaconus,5,random,0.63,0.54,0.48,5
ghisaconus,5,random,0.66,0.61,0.53,6
ghisaconus,5,random,0.63,0.58,0.49,7
ghisaconus,5,random,0.63,0.54,0.48,8
ghisaconus,5,random,0.63,0.53,0.47,9
ghisaconus,5,random,0.64,0.6,0.49,10
ghisaconus,5,random,0.61,0.55,0.46,11
ghisaconus,5,random,0.65,0.56,0.51,12
ghisaconus,5,random,0.64,0.59,0.49,13
ghisaconus,5,random,0.61,0.51,0.46,14
ghisaconus,5,random,0.64,0.57,0.5,15
ghisaconus,5,random,0.64,0.54,0.49,16
ghisaconus,5,random,0.63,0.55,0.47,17
ghisaconus,5,random,0.62,0.56,0.47,18
ghisaconus,5,random,0.63,0.56,0.48,19
ghisaconus,6,random,0.59,0.49,0.41,0
ghisaconus,6,random,0.62,0.54,0.47,1
ghisaconus,6,random,0.59,0.52,0.42,2
ghisaconus,6,random,0.6,0.51,0.44,3
ghisaconus,6,random,0.6,0.5,0.44,4
ghisaconus,6,random,0.61,0.58,0.46,5
ghisaconus,6,random,0.6,0.52,0.44,6
ghisaconus,6,random,0.61,0.54,0.46,7
ghisaconus,6,random,0.59,0.48,0.43,8
ghisaconus,6,random,0.61,0.54,0.46,9
ghisaconus,6,random,0.6,0.53,0.44,10
ghisaconus,6,random,0.61,0.51,0.45,11
ghisaconus,6,random,0.62,0.52,0.46,12
ghisaconus,6,random,0.6,0.54,0.43,13
ghisaconus,6,random,0.61,0.57,0.46,14
ghisaconus,6,random,0.6,0.53,0.44,15
ghisaconus,6,random,0.59,0.47,0.42,16
ghisaconus,6,random,0.61,0.56,0.46,17
ghisaconus,6,random,0.61,0.53,0.45,18
ghisaconus,6,random,0.59,0.55,0.43,19
ghisaconus,7,random,0.66,0.58,0.52,0
ghisaconus,7,random,0.66,0.56,0.52,1
ghisaconus,7,random,0.66,0.59,0.53,2
ghisaconus,7,random,0.67,0.57,0.53,3
ghisaconus,7,random,0.66,0.58,0.52,4
ghisaconus,7,random,0.66,0.61,0.53,5
ghisaconus,7,random,0.67,0.61,0.53,6
ghisaconus,7,random,0.65,0.59,0.51,7
ghisaconus,7,random,0.65,0.56,0.52,8
ghisaconus,7,random,0.66,0.6,0.53,9
ghisaconus,7,random,0.66,0.6,0.52,10
ghisaconus,7,random,0.66,0.58,0.52,11
ghisaconus,7,random,0.67,0.59,0.55,12
ghisaconus,7,random,0.65,0.57,0.51,13
ghisaconus,7,random,0.62,0.56,0.47,14
ghisaconus,7,random,0.66,0.59,0.52,15
ghisaconus,7,random,0.64,0.56,0.49,16
ghisaconus,7,random,0.66,0.58,0.52,17
ghisaconus,7,random,0.65,0.61,0.52,18
ghisaconus,7,random,0.64,0.6,0.49,19
ghisaconus,8,random,0.64,0.57,0.5,0
ghisaconus,8,random,0.68,0.59,0.55,1
ghisaconus,8,random,0.67,0.62,0.54,2
ghisaconus,8,random,0.66,0.57,0.53,3
ghisaconus,8,random,0.66,0.55,0.53,4
ghisaconus,8,random,0.65,0.54,0.51,5
ghisaconus,8,random,0.64,0.57,0.51,6
ghisaconus,8,random,0.68,0.62,0.56,7
ghisaconus,8,random,0.69,0.59,0.56,8
ghisaconus,8,random,0.68,0.59,0.55,9
ghisaconus,8,random,0.67,0.62,0.54,10
ghisaconus,8,random,0.64,0.56,0.5,11
ghisaconus,8,random,0.67,0.57,0.54,12
ghisaconus,8,random,0.66,0.64,0.52,13
ghisaconus,8,random,0.65,0.61,0.5,14
ghisaconus,8,random,0.68,0.63,0.56,15
ghisaconus,8,random,0.64,0.55,0.5,16
ghisaconus,8,random,0.67,0.61,0.54,17
ghisaconus,8,random,0.63,0.55,0.49,18
ghisaconus,8,random,0.66,0.61,0.53,19
ghisaconus,9,random,0.64,0.56,0.5,0
ghisaconus,9,random,0.64,0.56,0.49,1
ghisaconus,9,random,0.63,0.58,0.49,2
ghisaconus,9,random,0.64,0.54,0.49,3
ghisaconus,9,random,0.64,0.59,0.5,4
ghisaconus,9,random,0.63,0.58,0.48,5
ghisaconus,9,random,0.62,0.61,0.48,6
ghisaconus,9,random,0.65,0.58,0.52,7
ghisaconus,9,random,0.64,0.58,0.5,8
ghisaconus,9,random,0.64,0.58,0.49,9
ghisaconus,9,random,0.64,0.59,0.5,10
ghisaconus,9,random,0.63,0.55,0.49,11
ghisaconus,9,random,0.65,0.54,0.51,12
ghisaconus,9,random,0.62,0.63,0.48,13
ghisaconus,9,random,0.66,0.59,0.52,14
ghisaconus,9,random,0.64,0.6,0.49,15
ghisaconus,9,random,0.59,0.49,0.42,16
ghisaconus,9,random,0.64,0.57,0.49,17
ghisaconus,9,random,0.61,0.58,0.45,18
ghisaconus,9,random,0.62,0.6,0.47,19
ghisaconus,10,random,0.64,0.55,0.5,0
ghisaconus,10,random,0.66,0.57,0.52,1
ghisaconus,10,random,0.66,0.59,0.52,2
ghisaconus,10,random,0.68,0.61,0.55,3
ghisaconus,10,random,0.65,0.56,0.51,4
ghisaconus,10,random,0.63,0.58,0.49,5
ghisaconus,10,random,0.67,0.63,0.54,6
ghisaconus,10,random,0.66,0.6,0.53,7
ghisaconus,10,random,0.67,0.58,0.54,8
ghisaconus,10,random,0.67,0.6,0.54,9
ghisaconus,10,random,0.67,0.63,0.54,10
ghisaconus,10,random,0.62,0.52,0.47,11
ghisaconus,10,random,0.67,0.56,0.54,12
ghisaconus,10,random,0.68,0.64,0.55,13
ghisaconus,10,random,0.66,0.6,0.52,14
ghisaconus,10,random,0.68,0.62,0.55,15
ghisaconus,10,random,0.64,0.56,0.5,16
ghisaconus,10,random,0.67,0.6,0.53,17
ghisaconus,10,random,0.64,0.58,0.49,18
ghisaconus,10,random,0.65,0.59,0.5,19
ghisaconus,11,random,0.7,0.61,0.59,0
ghisaconus,11,random,0.71,0.63,0.6,1
ghisaconus,11,random,0.69,0.63,0.57,2
ghisaconus,11,random,0.73,0.63,0.62,3
ghisaconus,11,random,0.7,0.64,0.59,4
ghisaconus,11,random,0.68,0.63,0.56,5
ghisaconus,11,random,0.71,0.67,0.6,6
ghisaconus,11,random,0.7,0.6,0.58,7
ghisaconus,11,random,0.7,0.6,0.58,8
ghisaconus,11,random,0.7,0.63,0.58,9
ghisaconus,11,random,0.69,0.61,0.57,10
ghisaconus,11,random,0.69,0.62,0.56,11
ghisaconus,11,random,0.7,0.62,0.58,12
ghisaconus,11,random,0.71,0.7,0.6,13
ghisaconus,11,random,0.68,0.61,0.56,14
ghisaconus,11,random,0.7,0.64,0.58,15
ghisaconus,11,random,0.7,0.59,0.58,16
ghisaconus,11,random,0.69,0.6,0.56,17
ghisaconus,11,random,0.69,0.65,0.56,18
ghisaconus,11,random,0.71,0.64,0.59,19
ghisaconus,12,random,0.67,0.6,0.54,0
ghisaconus,12,random,0.69,0.61,0.56,1
ghisaconus,12,random,0.69,0.65,0.57,2
ghisaconus,12,random,0.71,0.63,0.59,3
ghisaconus,12,random,0.69,0.63,0.56,4
ghisaconus,12,random,0.67,0.63,0.54,5
ghisaconus,12,random,0.69,0.67,0.57,6
ghisaconus,12,random,0.7,0.62,0.58,7
ghisaconus,12,random,0.66,0.59,0.54,8
ghisaconus,12,random,0.68,0.6,0.55,9
ghisaconus,12,random,0.69,0.65,0.57,10
ghisaconus,12,random,0.67,0.59,0.53,11
ghisaconus,12,random,0.69,0.6,0.56,12
ghisaconus,12,random,0.69,0.69,0.57,13
ghisaconus,12,random,0.65,0.6,0.52,14
ghisaconus,12,random,0.7,0.64,0.58,15
ghisaconus,12,random,0.67,0.6,0.54,16
