dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,2,c3,0,146.914,0.519,0.43,0.43,76|101,0.5100110769271851|1.35306978225708
ghisaconus_health,3,c3,0,0.0,0.542,0.486,0.486,32|76|101,0.2613328695297241|0.5100110769271851|1.35306978225708
ghisaconus_health,4,c3,0,0.0,0.602,0.554,0.554,32|40|76|101,0.2613328695297241|0.09972083568572998|0.5100110769271851|1.35306978225708
ghisaconus_health,5,c3,0,0.0,0.62,0.572,0.572,32|33|40|76|101,0.2613328695297241|0.5680590867996216|0.09972083568572998|0.5100110769271851|1.35306978225708
ghisaconus_health,6,c3,0,0.0,0.664,0.615,0.615,1|32|33|40|76|101,1.1111314296722412|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.5100110769271851|1.35306978225708
ghisaconus_health,7,c3,0,0.0,0.664,0.621,0.621,1|32|33|40|76|101|120,1.1111314296722412|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.5100110769271851|1.35306978225708|0.1785632222890854
ghisaconus_health,8,c3,0,0.0,0.664,0.621,0.621,1|32|33|40|62|76|101|120,1.1111314296722412|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.13805025815963745|0.5100110769271851|1.35306978225708|0.1785632222890854
ghisaconus_health,9,c3,0,0.0,0.667,0.626,0.626,1|11|32|33|40|62|76|101|120,1.1111314296722412|0.16057392954826355|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.13805025815963745|0.5100110769271851|1.35306978225708|0.1785632222890854
ghisaconus_health,10,c3,0,0.0,0.676,0.639,0.639,1|11|32|33|40|62|76|89|101|120,1.1111314296722412|0.16057392954826355|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.13805025815963745|0.5100110769271851|0.5206266641616821|1.35306978225708|0.1785632222890854
ghisaconus_health,11,c3,0,0.0,0.687,0.649,0.649,1|11|19|32|33|40|62|76|89|101|120,1.1111314296722412|0.16057392954826355|0.3714781701564789|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.13805025815963745|0.5100110769271851|0.5206266641616821|1.35306978225708|0.1785632222890854
ghisaconus_health,12,c3,0,0.0,0.69,0.653,0.653,1|5|11|19|32|33|40|62|76|89|101|120,1.1111314296722412|1.1555490493774414|0.16057392954826355|0.3714781701564789|0.2613328695297241|0.5680590867996216|0.09972083568572998|0.13805025815963745|0.5100110769271851|0.5206266641616821|1.35306978225708|0.1785632222890854
