dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,bsdr,0,13.426,0.552,0.403,0.403,63|135,1|1
indian_pines,3,bsdr,0,1.3,0.6,0.499,0.499,51|101|149,1|1|1
indian_pines,4,bsdr,0,1.439,0.658,0.581,0.581,41|85|127|159,1|1|1|1
indian_pines,5,bsdr,0,1.298,0.688,0.633,0.633,28|74|100|138|165,1|1|1|1|1
indian_pines,6,bsdr,0,1.311,0.647,0.585,0.585,28|59|84|110|142|168,1|1|1|1|1|1
indian_pines,7,bsdr,0,2.507,0.704,0.661,0.661,28|50|74|100|126|149|172,1|1|1|1|1|1|1
indian_pines,8,bsdr,0,2.618,0.72,0.672,0.672,24|47|64|85|128|154|173,1|1|1|1|1|1|1
indian_pines,9,bsdr,0,1.348,0.711,0.681,0.681,24|40|56|79|101|127|142|162|173,1|1|1|1|1|1|1|1|1
indian_pines,10,bsdr,0,1.313,0.725,0.699,0.699,26|41|55|74|101|110|126|149|160|178,1|1|1|1|1|1|1|1|1|1
indian_pines,11,bsdr,0,1.305,0.742,0.682,0.682,16|30|51|63|85|101|119|127|149|162|172,1|1|1|1|1|1|1|1|1|1|1
indian_pines,12,bsdr,0,2.369,0.75,0.705,0.705,16|30|46|63|79|94|121|126|127|153|162|173,1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,13,bsdr,0,1.326,0.727,0.68,0.68,16|28|41|59|74|85|100|126|142|153|166|177,1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,14,bsdr,0,2.441,0.738,0.697,0.697,16|28|44|55|66|78|94|107|126|127|149|153|175|178,1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,15,bsdr,0,1.303,0.744,0.704,0.704,11|28|36|50|58|78|85|101|125|126|127|149|160|172|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,16,bsdr,0,1.449,0.731,0.694,0.694,11|24|44|49|59|74|85|99|127|128|142|153|163|173|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,17,bsdr,0,2.364,0.717,0.658,0.658,10|25|31|44|57|61|77|89|95|119|126|142|153|162|173|178,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,18,bsdr,0,1.357,0.745,0.706,0.706,13|24|28|44|50|62|74|89|94|100|125|126|149|153|161|171|181,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,19,bsdr,0,2.907,0.753,0.707,0.707,10|24|28|42|50|57|70|86|89|100|111|126|127|138|149|153|161|172|178,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,20,bsdr,0,1.393,0.747,0.696,0.696,11|24|28|36|50|56|63|78|86|92|119|121|126|127|149|153|167|173|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,21,bsdr,0,3.044,0.745,0.699,0.699,10|24|30|43|46|53|66|74|85|92|94|109|111|126|127|149|153|154|163|173|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,22,bsdr,0,1.685,0.733,0.674,0.674,8|25|28|31|41|56|61|74|78|86|99|107|126|127|142|149|153|160|171|172|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,23,bsdr,0,2.375,0.768,0.733,0.733,11|16|28|34|44|50|63|65|71|79|92|100|109|125|126|127|138|149|153|162|173|176|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,24,bsdr,0,1.493,0.743,0.712,0.712,8|16|30|40|50|59|63|74|77|89|99|126|142|153|154|162|171|173|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,25,bsdr,0,1.474,0.761,0.718,0.718,10|16|24|28|36|47|50|59|74|80|82|94|125|126|149|153|159|161|171|176|181,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,26,bsdr,0,1.574,0.747,0.69,0.69,10|16|25|31|36|43|53|58|72|75|85|100|107|109|126|127|142|149|153|160|171|172|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,27,bsdr,0,1.48,0.753,0.721,0.721,8|16|24|27|40|43|50|62|63|74|78|89|99|126|127|135|149|152|153|166|172|178|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,28,bsdr,0,3.075,0.762,0.712,0.712,10|17|24|30|34|43|46|53|65|66|74|78|89|93|107|109|111|127|128|138|142|149|153|160|166|171|176|181,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,29,bsdr,0,1.507,0.738,0.672,0.672,10|16|24|30|31|40|50|54|59|69|74|77|85|95|100|104|125|126|127|149|152|153|160|162|163|176|181,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,30,bsdr,0,1.625,0.765,0.724,0.724,8|16|23|27|30|40|46|58|59|63|72|77|82|92|100|110|125|126|127|142|149|153|160|174|176|178|181,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,2,c1,0,107.725,0.554,0.379,0.379,99|183,0.036859236657619476|0.03304275870323181
indian_pines,3,c1,0,0.0,0.598,0.471,0.471,99|171|183,0.036859236657619476|0.012057431973516941|0.03304275870323181
indian_pines,4,c1,0,0.0,0.631,0.547,0.547,99|126|171|183,0.036859236657619476|0.24726302921772003|0.012057431973516941|0.03304275870323181
indian_pines,5,c1,0,0.0,0.658,0.584,0.584,99|126|148|171|183,0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,6,c1,0,0.0,0.705,0.649,0.649,34|99|126|148|171|183,1.5882116556167603|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,7,c1,0,0.0,0.73,0.689,0.689,34|49|99|126|148|171|183,1.5882116556167603|1.4981732368469238|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,8,c1,0,0.0,0.748,0.707,0.707,5|34|49|99|126|148|171|183,1.02702796459198|1.5882116556167603|1.4981732368469238|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,9,c1,0,0.0,0.75,0.715,0.715,5|34|49|59|99|126|148|171|183,1.02702796459198|1.5882116556167603|1.4981732368469238|0.6825089454650879|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,10,c1,0,0.0,0.754,0.723,0.723,5|6|34|49|59|99|126|148|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.6825089454650879|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,11,c1,0,0.0,0.754,0.728,0.728,5|6|34|49|59|98|99|126|148|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,12,c1,0,0.0,0.75,0.724,0.724,5|6|34|49|57|59|98|99|126|148|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,13,c1,0,0.0,0.75,0.726,0.726,5|6|34|49|51|57|59|98|99|126|148|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.012057431973516941|0.03304275870323181
indian_pines,14,c1,0,0.0,0.757,0.737,0.737,5|6|34|49|51|57|59|98|99|126|148|162|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.16602201759815216|0.012057431973516941|0.03304275870323181
indian_pines,15,c1,0,0.0,0.755,0.736,0.736,5|6|34|49|51|57|59|98|99|126|148|153|162|171|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.012057431973516941|0.03304275870323181
indian_pines,16,c1,0,0.0,0.756,0.738,0.738,5|6|34|49|51|57|59|98|99|126|148|153|162|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,17,c1,0,0.0,0.764,0.746,0.746,5|6|34|37|49|51|57|59|98|99|126|148|153|162|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,18,c1,0,0.0,0.764,0.746,0.746,5|6|34|37|49|51|57|59|98|99|126|148|153|162|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,19,c1,0,0.0,0.766,0.748,0.748,5|6|34|37|49|51|57|59|98|99|126|136|148|153|162|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.4195002615451813|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,20,c1,0,0.0,0.768,0.751,0.751,5|6|34|37|40|49|51|57|59|98|99|126|136|148|153|162|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.063387393951416|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.4195002615451813|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,21,c1,0,0.0,0.772,0.752,0.752,5|6|34|37|40|49|51|57|59|98|99|126|128|136|148|153|162|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.063387393951416|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.41212040185928345|0.4195002615451813|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,22,c1,0,0.0,0.773,0.754,0.754,5|6|34|37|40|49|51|57|59|98|99|126|128|136|148|153|162|165|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.063387393951416|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.41212040185928345|0.4195002615451813|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.2895059585571289|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
indian_pines,23,c1,0,0.0,0.771,0.753,0.753,5|6|34|37|40|49|51|57|59|76|98|99|126|128|136|148|153|162|165|170|171|181|183,1.02702796459198|0.3072545826435089|1.5882116556167603|1.2022345066070557|1.063387393951416|1.4981732368469238|0.2821286916732788|0.017552189528942108|0.6825089454650879|0.292317271232605|1.1963697671890259|0.036859236657619476|0.24726302921772003|0.41212040185928345|0.4195002615451813|0.27081790566444397|0.4344096779823303|0.16602201759815216|0.2895059585571289|0.773600161075592|0.012057431973516941|0.17366671562194824|0.03304275870323181
