dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,2,c4,0,182.756,0.494,0.411,0.411,101|120,0.453610897064209|1.5039710998535156
ghisaconus_health,3,c4,0,0.0,0.496,0.421,0.421,101|120|129,0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,4,c4,0,0.0,0.544,0.487,0.487,40|101|120|129,0.00994495116174221|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,5,c4,0,0.0,0.631,0.578,0.578,1|40|101|120|129,0.020497815683484077|0.00994495116174221|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,6,c4,0,0.0,0.633,0.578,0.578,1|5|40|101|120|129,0.020497815683484077|1.4765630960464478|0.00994495116174221|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,7,c4,0,0.0,0.653,0.606,0.606,1|5|32|40|101|120|129,0.020497815683484077|1.4765630960464478|0.010224140249192715|0.00994495116174221|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,8,c4,0,0.0,0.659,0.613,0.613,1|5|32|40|63|101|120|129,0.020497815683484077|1.4765630960464478|0.010224140249192715|0.00994495116174221|0.033209335058927536|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,9,c4,0,0.0,0.667,0.62,0.62,1|5|32|33|40|63|101|120|129,0.020497815683484077|1.4765630960464478|0.010224140249192715|0.01436121016740799|0.00994495116174221|0.033209335058927536|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,10,c4,0,0.0,0.664,0.619,0.619,1|5|32|33|40|63|76|101|120|129,0.020497815683484077|1.4765630960464478|0.010224140249192715|0.01436121016740799|0.00994495116174221|0.033209335058927536|0.013839592225849628|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,11,c4,0,0.0,0.666,0.62,0.62,1|5|11|32|33|40|63|76|101|120|129,0.020497815683484077|1.4765630960464478|0.01034628413617611|0.010224140249192715|0.01436121016740799|0.00994495116174221|0.033209335058927536|0.013839592225849628|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,12,c4,0,0.0,0.672,0.631,0.631,1|5|11|32|33|40|49|63|76|101|120|129,0.020497815683484077|1.4765630960464478|0.01034628413617611|0.010224140249192715|0.01436121016740799|0.00994495116174221|1.3465111255645752|0.033209335058927536|0.013839592225849628|0.453610897064209|1.5039710998535156|0.009288633242249489
ghisaconus_health,13,c4,0,0.0,0.682,0.641,0.641,1|5|11|22|32|33|40|49|63|76|101|120|129,0.020497815683484077|1.4765630960464478|0.01034628413617611|0.47103357315063477|0.010224140249192715|0.01436121016740799|0.00994495116174221|1.3465111255645752|0.033209335058927536|0.013839592225849628|0.453610897064209|1.5039710998535156|0.009288633242249489
