epoch,l0_cw,l0_s,mse_loss,s_loss,lambda_s,entropy_loss,lambda_e,loss,oa,aa,k,min_cw,max_cw,avg_cw,min_s,max_s,avg_s,selected_bands,selected_weights,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5,weight_6,weight_7,weight_8,weight_9,weight_10,weight_11,weight_12,weight_13,weight_14,weight_15,weight_16,weight_17,weight_18,weight_19,weight_20,weight_21,weight_22,weight_23,weight_24,weight_25,weight_26,weight_27,weight_28,weight_29,weight_30,weight_31,weight_32,weight_33,weight_34,weight_35,weight_36,weight_37,weight_38,weight_39,weight_40,weight_41,weight_42,weight_43,weight_44,weight_45,weight_46,weight_47,weight_48,weight_49,weight_50,weight_51,weight_52,weight_53,weight_54,weight_55,weight_56,weight_57,weight_58,weight_59,weight_60,weight_61,weight_62,weight_63,weight_64,weight_65,weight_66,weight_67,weight_68,weight_69,weight_70,weight_71,weight_72,weight_73,weight_74,weight_75,weight_76,weight_77,weight_78,weight_79,weight_80,weight_81,weight_82,weight_83,weight_84,weight_85,weight_86,weight_87,weight_88,weight_89,weight_90,weight_91,weight_92,weight_93,weight_94,weight_95,weight_96,weight_97,weight_98,weight_99,weight_100,weight_101,weight_102,weight_103,weight_104,weight_105,weight_106,weight_107,weight_108,weight_109,weight_110,weight_111,weight_112,weight_113,weight_114,weight_115,weight_116,weight_117,weight_118,weight_119,weight_120,weight_121,weight_122,weight_123,weight_124,weight_125,weight_126,weight_127,weight_128,weight_129,weight_130
0,131,131,2.07,8.7420273,0.01,4.8741207,0.005,2.182,0.495,0.409,0.362,0.008,0.201,0.074,0.008,0.201,0.074,119|120,0.201|0.193,0.062,0.066,0.07,0.045,0.066,0.086,0.038,0.105,0.11,0.026,0.047,0.143,0.147,0.043,0.017,0.081,0.07,0.029,0.062,0.073,0.028,0.037,0.038,0.053,0.067,0.035,0.04,0.023,0.054,0.034,0.075,0.085,0.18,0.051,0.033,0.046,0.116,0.035,0.029,0.035,0.114,0.09,0.088,0.087,0.077,0.122,0.037,0.057,0.032,0.105,0.036,0.097,0.101,0.035,0.039,0.115,0.041,0.055,0.087,0.03,0.09,0.037,0.092,0.04,0.044,0.028,0.049,0.065,0.171,0.174,0.036,0.157,0.011,0.185,0.113,0.129,0.008,0.037,0.073,0.101,0.035,0.059,0.044,0.047,0.094,0.108,0.026,0.11,0.021,0.068,0.025,0.087,0.033,0.151,0.031,0.038,0.095,0.087,0.112,0.111,0.082,0.156,0.028,0.039,0.147,0.02,0.048,0.017,0.045,0.165,0.047,0.035,0.02,0.155,0.046,0.119,0.166,0.098,0.013,0.201,0.193,0.029,0.093,0.157,0.056,0.097,0.076,0.075,0.093,0.156,0.114
10,131,131,0.799,8.254981,0.01,4.8614149,0.005,0.906,0.47,0.387,0.331,0.01,0.851,0.216,0.01,0.851,0.216,120|129,0.851|0.707,0.398,0.415,0.149,0.056,0.156,0.405,0.171,0.062,0.012,0.049,0.14,0.511,0.315,0.372,0.34,0.141,0.247,0.413,0.336,0.439,0.443,0.184,0.422,0.246,0.256,0.028,0.247,0.22,0.169,0.065,0.265,0.237,0.257,0.324,0.07,0.016,0.213,0.088,0.02,0.321,0.646,0.08,0.159,0.093,0.347,0.294,0.109,0.065,0.306,0.559,0.113,0.198,0.01,0.022,0.17,0.332,0.196,0.363,0.244,0.349,0.135,0.031,0.047,0.413,0.06,0.113,0.024,0.065,0.086,0.041,0.067,0.096,0.204,0.225,0.28,0.375,0.277,0.17,0.238,0.339,0.019,0.349,0.077,0.132,0.077,0.038,0.142,0.108,0.02,0.2,0.206,0.076,0.158,0.232,0.095,0.157,0.417,0.415,0.315,0.323,0.127,0.604,0.303,0.125,0.322,0.133,0.047,0.38,0.211,0.055,0.244,0.089,0.426,0.228,0.025,0.012,0.077,0.253,0.056,0.206,0.851,0.346,0.272,0.199,0.268,0.09,0.028,0.191,0.403,0.707,0.276
20,131,131,0.646,7.8834162,0.01,4.849628,0.005,0.749,0.499,0.418,0.368,0.009,1.057,0.257,0.009,1.057,0.257,120|101,1.057|0.927,0.428,0.596,0.137,0.017,0.174,0.48,0.178,0.052,0.02,0.056,0.231,0.629,0.508,0.457,0.428,0.145,0.283,0.494,0.511,0.582,0.541,0.23,0.551,0.331,0.364,0.028,0.257,0.299,0.256,0.106,0.285,0.313,0.401,0.56,0.019,0.012,0.155,0.026,0.033,0.397,0.82,0.031,0.17,0.059,0.452,0.197,0.162,0.051,0.323,0.676,0.138,0.109,0.009,0.037,0.199,0.398,0.234,0.47,0.291,0.309,0.074,0.069,0.114,0.534,0.059,0.084,0.026,0.124,0.132,0.081,0.086,0.011,0.266,0.215,0.449,0.378,0.482,0.203,0.277,0.314,0.108,0.378,0.061,0.105,0.052,0.024,0.189,0.085,0.011,0.305,0.182,0.059,0.111,0.317,0.242,0.03,0.533,0.459,0.266,0.421,0.1,0.927,0.324,0.177,0.399,0.242,0.029,0.467,0.302,0.019,0.275,0.051,0.418,0.31,0.029,0.01,0.034,0.302,0.055,0.24,1.057,0.434,0.301,0.236,0.378,0.127,0.018,0.183,0.419,0.904,0.327
30,131,131,0.554,7.5662155,0.01,4.8382673,0.005,0.654,0.499,0.418,0.368,0.004,1.193,0.277,0.004,1.193,0.277,120|101,1.193|1.14,0.45,0.706,0.057,0.021,0.172,0.574,0.115,0.036,0.027,0.034,0.223,0.722,0.575,0.523,0.422,0.105,0.225,0.539,0.562,0.668,0.62,0.264,0.646,0.33,0.398,0.019,0.289,0.387,0.365,0.123,0.362,0.346,0.561,0.718,0.073,0.014,0.136,0.013,0.029,0.418,0.927,0.015,0.172,0.045,0.493,0.137,0.165,0.041,0.359,0.701,0.106,0.027,0.009,0.035,0.245,0.429,0.257,0.528,0.333,0.329,0.082,0.101,0.071,0.624,0.055,0.052,0.019,0.123,0.162,0.084,0.108,0.004,0.239,0.197,0.527,0.363,0.527,0.219,0.272,0.263,0.07,0.45,0.035,0.061,0.076,0.04,0.172,0.025,0.01,0.4,0.15,0.057,0.075,0.393,0.245,0.139,0.652,0.5,0.2,0.444,0.092,1.14,0.382,0.206,0.379,0.234,0.044,0.558,0.268,0.037,0.269,0.06,0.399,0.315,0.027,0.009,0.034,0.38,0.056,0.278,1.193,0.468,0.255,0.204,0.371,0.14,0.015,0.184,0.4,1.037,0.369
40,131,131,0.496,7.2184114,0.01,4.8259106,0.005,0.592,0.499,0.418,0.368,0.009,1.34,0.287,0.009,1.34,0.287,101|120,1.34|1.287,0.456,0.787,0.021,0.009,0.151,0.693,0.087,0.03,0.026,0.043,0.191,0.821,0.62,0.604,0.396,0.06,0.206,0.576,0.537,0.724,0.669,0.275,0.704,0.301,0.422,0.01,0.36,0.426,0.378,0.098,0.387,0.37,0.656,0.798,0.074,0.016,0.099,0.014,0.041,0.446,0.997,0.024,0.125,0.04,0.552,0.106,0.198,0.031,0.369,0.747,0.076,0.033,0.034,0.028,0.246,0.495,0.231,0.561,0.373,0.3,0.045,0.126,0.028,0.725,0.048,0.045,0.038,0.113,0.217,0.041,0.114,0.015,0.241,0.175,0.618,0.304,0.634,0.239,0.199,0.236,0.045,0.533,0.052,0.05,0.073,0.014,0.115,0.034,0.048,0.464,0.122,0.051,0.03,0.422,0.224,0.125,0.703,0.528,0.212,0.441,0.047,1.34,0.38,0.158,0.373,0.228,0.02,0.59,0.213,0.022,0.262,0.028,0.397,0.308,0.018,0.01,0.031,0.457,0.041,0.289,1.287,0.52,0.208,0.124,0.39,0.142,0.013,0.131,0.39,1.119,0.403
50,131,131,0.44,6.888443,0.01,4.8141222,0.005,0.533,0.499,0.418,0.368,0.009,1.48,0.289,0.009,1.48,0.289,101|120,1.48|1.345,0.464,0.845,0.014,0.026,0.158,0.776,0.065,0.029,0.017,0.036,0.15,0.893,0.634,0.646,0.364,0.044,0.186,0.615,0.494,0.753,0.734,0.261,0.736,0.262,0.389,0.015,0.392,0.391,0.366,0.042,0.437,0.373,0.742,0.874,0.053,0.028,0.076,0.025,0.034,0.461,1.067,0.014,0.109,0.034,0.563,0.071,0.165,0.023,0.405,0.753,0.079,0.03,0.039,0.03,0.192,0.531,0.159,0.578,0.372,0.308,0.022,0.132,0.029,0.809,0.04,0.04,0.022,0.074,0.256,0.015,0.124,0.071,0.215,0.152,0.666,0.241,0.739,0.241,0.129,0.178,0.02,0.567,0.041,0.04,0.057,0.041,0.039,0.022,0.015,0.519,0.145,0.041,0.016,0.447,0.206,0.12,0.745,0.546,0.197,0.437,0.017,1.48,0.423,0.094,0.312,0.182,0.026,0.616,0.193,0.022,0.244,0.026,0.385,0.278,0.016,0.009,0.019,0.5,0.033,0.27,1.345,0.553,0.175,0.08,0.425,0.156,0.014,0.082,0.372,1.201,0.418
60,131,131,0.423,6.6651139,0.01,4.8037667,0.005,0.514,0.499,0.418,0.368,0.013,1.609,0.291,0.013,1.609,0.291,101|120,1.609|1.409,0.444,0.913,0.043,0.033,0.159,0.849,0.039,0.032,0.014,0.05,0.115,0.92,0.613,0.672,0.327,0.021,0.135,0.632,0.473,0.78,0.762,0.23,0.759,0.229,0.375,0.027,0.436,0.335,0.377,0.018,0.492,0.394,0.805,0.9,0.015,0.033,0.056,0.043,0.026,0.488,1.104,0.014,0.077,0.044,0.586,0.037,0.126,0.021,0.405,0.776,0.056,0.026,0.018,0.036,0.195,0.592,0.114,0.638,0.375,0.304,0.036,0.094,0.022,0.885,0.031,0.036,0.053,0.072,0.26,0.013,0.129,0.066,0.2,0.159,0.698,0.19,0.796,0.223,0.054,0.16,0.047,0.586,0.021,0.028,0.029,0.013,0.043,0.019,0.035,0.533,0.182,0.029,0.014,0.433,0.184,0.115,0.755,0.56,0.198,0.423,0.017,1.609,0.456,0.077,0.273,0.165,0.02,0.612,0.183,0.015,0.214,0.018,0.365,0.236,0.07,0.028,0.033,0.518,0.023,0.228,1.409,0.597,0.175,0.043,0.452,0.177,0.015,0.038,0.342,1.241,0.401
70,131,131,0.362,6.4692535,0.01,4.7924576,0.005,0.451,0.499,0.418,0.368,0.012,1.744,0.293,0.012,1.744,0.293,101|120,1.744|1.472,0.434,0.944,0.017,0.035,0.16,0.91,0.019,0.039,0.012,0.04,0.102,0.969,0.576,0.694,0.299,0.045,0.118,0.65,0.487,0.802,0.803,0.209,0.799,0.187,0.371,0.023,0.469,0.332,0.367,0.016,0.504,0.426,0.871,0.934,0.022,0.027,0.035,0.068,0.017,0.49,1.121,0.014,0.061,0.064,0.635,0.034,0.112,0.031,0.421,0.821,0.035,0.031,0.022,0.06,0.175,0.619,0.07,0.652,0.37,0.3,0.02,0.094,0.027,0.932,0.02,0.029,0.023,0.021,0.265,0.06,0.131,0.073,0.151,0.132,0.739,0.164,0.859,0.23,0.04,0.126,0.037,0.592,0.029,0.023,0.017,0.05,0.027,0.033,0.017,0.558,0.179,0.019,0.019,0.469,0.172,0.109,0.765,0.57,0.185,0.408,0.017,1.744,0.472,0.059,0.214,0.134,0.032,0.611,0.17,0.013,0.202,0.013,0.347,0.196,0.033,0.022,0.048,0.523,0.016,0.185,1.472,0.591,0.137,0.028,0.471,0.192,0.012,0.04,0.33,1.274,0.395
80,131,131,0.336,6.2893171,0.01,4.7822185,0.005,0.423,0.499,0.418,0.368,0.008,1.844,0.293,0.008,1.844,0.293,101|120,1.844|1.522,0.416,0.971,0.062,0.028,0.171,0.983,0.012,0.043,0.071,0.04,0.094,0.974,0.556,0.691,0.272,0.035,0.113,0.661,0.494,0.817,0.82,0.203,0.835,0.148,0.36,0.019,0.485,0.321,0.346,0.01,0.511,0.458,0.903,0.969,0.008,0.021,0.024,0.067,0.012,0.491,1.166,0.032,0.033,0.048,0.641,0.03,0.099,0.031,0.438,0.892,0.028,0.029,0.031,0.043,0.174,0.613,0.047,0.686,0.374,0.294,0.019,0.053,0.061,0.991,0.026,0.023,0.015,0.019,0.265,0.016,0.141,0.065,0.161,0.119,0.76,0.146,0.898,0.232,0.03,0.111,0.019,0.571,0.02,0.017,0.014,0.022,0.017,0.031,0.01,0.559,0.181,0.02,0.013,0.467,0.145,0.092,0.768,0.562,0.169,0.382,0.013,1.844,0.479,0.03,0.133,0.125,0.025,0.607,0.165,0.014,0.178,0.023,0.349,0.171,0.021,0.01,0.03,0.534,0.012,0.168,1.522,0.605,0.118,0.023,0.464,0.195,0.014,0.033,0.313,1.296,0.394
90,131,131,0.303,6.1420083,0.01,4.7738781,0.005,0.389,0.499,0.418,0.368,0.007,1.922,0.292,0.007,1.922,0.292,101|120,1.922|1.561,0.388,0.998,0.041,0.018,0.15,1.021,0.01,0.041,0.047,0.038,0.069,0.979,0.547,0.695,0.225,0.025,0.089,0.659,0.469,0.839,0.841,0.182,0.836,0.11,0.354,0.024,0.504,0.3,0.364,0.023,0.53,0.471,0.945,0.983,0.015,0.018,0.021,0.064,0.019,0.472,1.207,0.022,0.008,0.046,0.668,0.024,0.087,0.034,0.431,0.917,0.026,0.034,0.025,0.018,0.173,0.632,0.041,0.692,0.372,0.282,0.015,0.034,0.059,1.019,0.015,0.04,0.012,0.016,0.277,0.02,0.149,0.073,0.165,0.122,0.791,0.127,0.902,0.23,0.026,0.083,0.018,0.569,0.015,0.013,0.016,0.023,0.017,0.037,0.01,0.569,0.17,0.01,0.011,0.474,0.129,0.096,0.771,0.56,0.139,0.346,0.007,1.922,0.503,0.037,0.096,0.12,0.02,0.612,0.164,0.024,0.163,0.033,0.328,0.103,0.025,0.01,0.023,0.531,0.043,0.137,1.561,0.625,0.09,0.017,0.474,0.189,0.021,0.03,0.31,1.297,0.35
