dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,bsdr3,0,7.501,0.56,0.433,0.433,68|128,1|1
indian_pines,3,bsdr3,0,2.5,0.624,0.549,0.549,49|100|148,1|1|1
indian_pines,4,bsdr3,0,4.375,0.67,0.618,0.618,41|80|123|160,1|1|1|1
indian_pines,5,bsdr3,0,4.189,0.713,0.679,0.679,34|65|100|129|163,1|1|1|1|1
indian_pines,6,bsdr3,0,2.523,0.677,0.624,0.624,28|58|86|115|141|168,1|1|1|1|1|1
indian_pines,7,bsdr3,0,2.597,0.715,0.684,0.684,24|51|74|100|128|148|173,1|1|1|1|1|1|1
indian_pines,8,bsdr3,0,2.507,0.73,0.7,0.7,24|44|66|88|112|128|153|177,1|1|1|1|1|1|1|1
indian_pines,9,bsdr3,0,5.712,0.738,0.71,0.71,19|41|59|80|99|118|137|160|178,1|1|1|1|1|1|1|1|1
indian_pines,10,bsdr3,0,5.774,0.737,0.714,0.714,19|36|55|71|92|109|126|139|163|178,1|1|1|1|1|1|1|1|1|1
indian_pines,11,bsdr3,0,2.919,0.758,0.729,0.729,16|34|49|67|83|100|124|129|149|163|181,1|1|1|1|1|1|1|1|1|1|1
indian_pines,12,bsdr3,0,2.58,0.739,0.709,0.709,16|30|46|62|78|92|108|127|135|153|163|184,1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,13,bsdr3,0,2.499,0.727,0.706,0.706,14|28|41|56|71|84|98|115|128|142|156|172|183,1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,14,bsdr3,0,2.492,0.709,0.673,0.673,14|28|41|54|65|78|92|106|120|130|145|158|173|184,1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,15,bsdr3,0,2.536,0.749,0.726,0.726,13|26|37|50|62|74|85|100|111|127|135|148|160|173|185,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,16,bsdr3,0,2.634,0.749,0.729,0.729,12|23|35|50|59|71|81|95|109|121|128|137|153|163|175|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,17,bsdr3,0,2.543,0.757,0.735,0.735,12|22|34|44|54|67|78|88|99|112|127|128|140|153|163|175|186,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,18,bsdr3,0,6.31,0.716,0.674,0.674,11|22|30|41|52|63|73|82|92|106|115|128|130|145|160|162|178|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,19,bsdr3,0,6.325,0.76,0.729,0.729,10|19|30|37|51|58|69|80|89|98|109|125|129|140|148|160|167|178|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,20,bsdr3,0,3.851,0.741,0.707,0.707,10|19|27|36|49|58|67|77|86|98|106|119|126|128|140|149|160|166|179|188,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,21,bsdr3,0,2.747,0.752,0.736,0.736,10|18|28|37|47|54|64|69|81|92|99|109|125|126|134|140|153|163|172|179|188,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,22,bsdr3,0,2.592,0.755,0.705,0.705,9|17|25|35|41|52|63|69|78|85|95|104|112|121|128|135|148|154|163|171|180|188,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,23,bsdr3,0,3.102,0.769,0.734,0.734,9|16|25|34|41|51|58|65|76|84|92|100|109|113|127|133|140|149|160|165|171|181|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,24,bsdr3,0,2.6,0.758,0.716,0.716,8|16|24|34|37|48|54|64|69|79|81|94|102|110|120|126|133|142|148|160|166|175|182|191,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,25,bsdr3,0,2.626,0.757,0.721,0.721,8|16|23|30|38|48|49|63|70|77|81|92|98|109|124|125|128|135|145|148|159|166|176|181|190,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,26,bsdr3,0,2.769,0.754,0.709,0.709,8|14|24|27|36|42|52|59|63|73|81|88|99|103|113|119|125|129|140|148|153|159|161|176|184|190,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,27,bsdr3,0,2.634,0.771,0.741,0.741,8|15|21|27|35|41|51|58|63|71|79|84|92|100|107|117|125|128|130|140|148|154|161|170|175|184|191,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
