dataset,target_size,algorithm,oa,aa,k,fold
lucas_r,2,msobsdr,0.22,0.12,0,0
lucas_r,2,msobsdr,0.29,0.12,0,1
lucas_r,2,msobsdr,0.2,0.12,0,2
lucas_r,2,msobsdr,0.3,0.11,0,3
lucas_r,2,msobsdr,0.28,0.12,0,4
lucas_r,2,msobsdr,0.23,0.12,0,5
lucas_r,2,msobsdr,0.3,0.12,0,6
lucas_r,2,msobsdr,0.36,0.11,0,7
lucas_r,2,msobsdr,0.35,0.11,0,8
lucas_r,2,msobsdr,0.38,0.11,0,9
lucas_r,2,msobsdr,0.31,0.11,0,10
lucas_r,2,msobsdr,0.24,0.12,0,11
lucas_r,2,msobsdr,0.39,0.11,0,12
lucas_r,2,msobsdr,0.34,0.11,0,13
lucas_r,2,msobsdr,0.23,0.12,0,14
lucas_r,2,msobsdr,0.39,0.11,0,15
lucas_r,2,msobsdr,0.41,0.1,0,16
lucas_r,2,msobsdr,0.19,0.12,0,17
lucas_r,2,msobsdr,0.25,0.12,0,18
lucas_r,2,msobsdr,0.42,0.1,0,19
lucas_r,3,msobsdr,0.66,0.08,0,0
lucas_r,3,msobsdr,0.66,0.08,0,1
lucas_r,3,msobsdr,0.66,0.08,0,2
lucas_r,3,msobsdr,0.65,0.08,0,3
lucas_r,3,msobsdr,0.65,0.08,0,4
lucas_r,3,msobsdr,0.63,0.08,0,5
lucas_r,3,msobsdr,0.65,0.08,0,6
lucas_r,3,msobsdr,0.65,0.08,0,7
lucas_r,3,msobsdr,0.66,0.08,0,8
lucas_r,3,msobsdr,0.66,0.08,0,9
lucas_r,3,msobsdr,0.62,0.08,0,10
lucas_r,3,msobsdr,0.65,0.08,0,11
lucas_r,3,msobsdr,0.66,0.08,0,12
lucas_r,3,msobsdr,0.65,0.08,0,13
lucas_r,3,msobsdr,0.65,0.08,0,14
lucas_r,3,msobsdr,0.67,0.08,0,15
lucas_r,3,msobsdr,0.67,0.08,0,16
lucas_r,3,msobsdr,0.67,0.08,0,17
