dataset,target_size,algorithm,oa,aa,k,fold
indian_pines,2,random,0.52,0.35,0.43,0
indian_pines,2,random,0.5,0.32,0.41,1
indian_pines,2,random,0.52,0.38,0.43,2
indian_pines,2,random,0.51,0.33,0.41,3
indian_pines,2,random,0.53,0.34,0.44,4
indian_pines,2,random,0.51,0.32,0.41,5
indian_pines,2,random,0.52,0.35,0.42,6
indian_pines,2,random,0.52,0.34,0.43,7
indian_pines,2,random,0.52,0.34,0.43,8
indian_pines,2,random,0.52,0.34,0.42,9
indian_pines,2,random,0.52,0.36,0.43,10
indian_pines,2,random,0.52,0.34,0.44,11
indian_pines,2,random,0.52,0.32,0.43,12
indian_pines,2,random,0.51,0.32,0.41,13
indian_pines,2,random,0.53,0.37,0.44,14
indian_pines,2,random,0.52,0.34,0.43,15
indian_pines,2,random,0.52,0.35,0.44,16
indian_pines,2,random,0.53,0.35,0.43,17
indian_pines,2,random,0.52,0.33,0.43,18
indian_pines,2,random,0.52,0.35,0.44,19
indian_pines,3,random,0.55,0.4,0.47,0
indian_pines,3,random,0.55,0.42,0.47,1
indian_pines,3,random,0.54,0.42,0.45,2
indian_pines,3,random,0.55,0.41,0.47,3
indian_pines,3,random,0.54,0.39,0.46,4
indian_pines,3,random,0.57,0.42,0.48,5
indian_pines,3,random,0.57,0.42,0.48,6
indian_pines,3,random,0.54,0.42,0.46,7
indian_pines,3,random,0.55,0.4,0.47,8
indian_pines,3,random,0.56,0.43,0.48,9
indian_pines,3,random,0.56,0.42,0.48,10
indian_pines,3,random,0.56,0.43,0.48,11
indian_pines,3,random,0.56,0.4,0.48,12
indian_pines,3,random,0.55,0.42,0.46,13
indian_pines,3,random,0.57,0.45,0.49,14
indian_pines,3,random,0.56,0.4,0.47,15
indian_pines,3,random,0.56,0.41,0.48,16
indian_pines,3,random,0.55,0.4,0.46,17
indian_pines,3,random,0.55,0.42,0.47,18
indian_pines,3,random,0.56,0.44,0.48,19
indian_pines,4,random,0.58,0.45,0.52,0
indian_pines,4,random,0.61,0.5,0.54,1
indian_pines,4,random,0.59,0.47,0.53,2
indian_pines,4,random,0.59,0.45,0.52,3
indian_pines,4,random,0.59,0.47,0.52,4
indian_pines,4,random,0.6,0.46,0.54,5
indian_pines,4,random,0.58,0.46,0.52,6
indian_pines,4,random,0.58,0.47,0.52,7
indian_pines,4,random,0.61,0.5,0.54,8
indian_pines,4,random,0.59,0.48,0.52,9
indian_pines,4,random,0.58,0.49,0.51,10
indian_pines,4,random,0.59,0.43,0.52,11
indian_pines,4,random,0.58,0.48,0.51,12
indian_pines,4,random,0.6,0.47,0.54,13
indian_pines,4,random,0.6,0.48,0.54,14
indian_pines,4,random,0.6,0.49,0.54,15
indian_pines,4,random,0.59,0.48,0.52,16
indian_pines,4,random,0.59,0.48,0.52,17
indian_pines,4,random,0.6,0.49,0.53,18
indian_pines,4,random,0.61,0.49,0.55,19
indian_pines,5,random,0.51,0.37,0.43,0
indian_pines,5,random,0.49,0.37,0.41,1
indian_pines,5,random,0.49,0.39,0.41,2
indian_pines,5,random,0.51,0.38,0.43,3
indian_pines,5,random,0.5,0.4,0.43,4
indian_pines,5,random,0.52,0.38,0.44,5
indian_pines,5,random,0.52,0.38,0.44,6
indian_pines,5,random,0.5,0.4,0.42,7
indian_pines,5,random,0.51,0.39,0.43,8
indian_pines,5,random,0.49,0.37,0.41,9
indian_pines,5,random,0.48,0.36,0.39,10
indian_pines,5,random,0.49,0.39,0.41,11
indian_pines,5,random,0.49,0.36,0.41,12
indian_pines,5,random,0.48,0.39,0.4,13
indian_pines,5,random,0.48,0.36,0.4,14
indian_pines,5,random,0.49,0.37,0.42,15
indian_pines,5,random,0.5,0.35,0.42,16
indian_pines,5,random,0.5,0.38,0.42,17
indian_pines,5,random,0.51,0.38,0.43,18
indian_pines,5,random,0.49,0.37,0.41,19
indian_pines,6,random,0.62,0.52,0.56,0
indian_pines,6,random,0.62,0.56,0.57,1
indian_pines,6,random,0.63,0.58,0.58,2
indian_pines,6,random,0.62,0.51,0.56,3
indian_pines,6,random,0.62,0.53,0.57,4
indian_pines,6,random,0.61,0.52,0.56,5
indian_pines,6,random,0.64,0.56,0.59,6
indian_pines,6,random,0.62,0.54,0.56,7
indian_pines,6,random,0.62,0.54,0.56,8
indian_pines,6,random,0.65,0.55,0.6,9
indian_pines,6,random,0.63,0.55,0.58,10
indian_pines,6,random,0.64,0.54,0.59,11
indian_pines,6,random,0.63,0.52,0.57,12
indian_pines,6,random,0.63,0.55,0.57,13
indian_pines,6,random,0.63,0.56,0.58,14
indian_pines,6,random,0.66,0.57,0.61,15
indian_pines,6,random,0.64,0.56,0.58,16
indian_pines,6,random,0.63,0.53,0.57,17
indian_pines,6,random,0.63,0.54,0.57,18
indian_pines,6,random,0.63,0.56,0.58,19
indian_pines,7,random,0.65,0.56,0.59,0
indian_pines,7,random,0.63,0.57,0.57,1
indian_pines,7,random,0.64,0.58,0.58,2
indian_pines,7,random,0.61,0.53,0.55,3
indian_pines,7,random,0.63,0.54,0.58,4
indian_pines,7,random,0.63,0.55,0.57,5
indian_pines,7,random,0.64,0.56,0.58,6
indian_pines,7,random,0.63,0.58,0.58,7
indian_pines,7,random,0.63,0.53,0.57,8
indian_pines,7,random,0.63,0.57,0.57,9
indian_pines,7,random,0.63,0.58,0.57,10
indian_pines,7,random,0.64,0.55,0.59,11
indian_pines,7,random,0.63,0.54,0.58,12
indian_pines,7,random,0.64,0.58,0.58,13
indian_pines,7,random,0.64,0.57,0.58,14
indian_pines,7,random,0.66,0.59,0.6,15
indian_pines,7,random,0.64,0.58,0.59,16
indian_pines,7,random,0.64,0.57,0.59,17
indian_pines,7,random,0.63,0.59,0.58,18
indian_pines,7,random,0.65,0.55,0.6,19
indian_pines,8,random,0.71,0.65,0.67,0
indian_pines,8,random,0.71,0.66,0.67,1
indian_pines,8,random,0.71,0.66,0.67,2
indian_pines,8,random,0.72,0.69,0.68,3
indian_pines,8,random,0.71,0.65,0.66,4
indian_pines,8,random,0.73,0.67,0.69,5
indian_pines,8,random,0.73,0.71,0.69,6
indian_pines,8,random,0.72,0.67,0.68,7
indian_pines,8,random,0.72,0.67,0.69,8
indian_pines,8,random,0.72,0.69,0.68,9
indian_pines,8,random,0.7,0.66,0.66,10
indian_pines,8,random,0.72,0.7,0.68,11
indian_pines,8,random,0.71,0.63,0.67,12
indian_pines,8,random,0.7,0.65,0.66,13
indian_pines,8,random,0.7,0.66,0.66,14
indian_pines,8,random,0.72,0.66,0.68,15
indian_pines,8,random,0.73,0.64,0.69,16
indian_pines,8,random,0.73,0.68,0.69,17
indian_pines,8,random,0.72,0.65,0.68,18
indian_pines,8,random,0.72,0.67,0.69,19
indian_pines,9,random,0.74,0.73,0.7,0
indian_pines,9,random,0.74,0.73,0.7,1
indian_pines,9,random,0.74,0.72,0.71,2
indian_pines,9,random,0.74,0.7,0.71,3
indian_pines,9,random,0.73,0.69,0.69,4
indian_pines,9,random,0.74,0.72,0.71,5
indian_pines,9,random,0.74,0.74,0.71,6
indian_pines,9,random,0.73,0.67,0.69,7
indian_pines,9,random,0.75,0.72,0.72,8
indian_pines,9,random,0.76,0.72,0.72,9
indian_pines,9,random,0.73,0.72,0.69,10
indian_pines,9,random,0.73,0.69,0.69,11
indian_pines,9,random,0.75,0.71,0.72,12
indian_pines,9,random,0.75,0.69,0.72,13
indian_pines,9,random,0.76,0.75,0.73,14
indian_pines,9,random,0.74,0.69,0.71,15
indian_pines,9,random,0.76,0.7,0.72,16
indian_pines,9,random,0.76,0.74,0.72,17
indian_pines,9,random,0.75,0.67,0.71,18
indian_pines,9,random,0.75,0.74,0.71,19
indian_pines,10,random,0.56,0.48,0.5,0
indian_pines,10,random,0.59,0.51,0.54,1
indian_pines,10,random,0.57,0.49,0.51,2
indian_pines,10,random,0.58,0.53,0.52,3
indian_pines,10,random,0.57,0.53,0.52,4
indian_pines,10,random,0.57,0.51,0.51,5
indian_pines,10,random,0.58,0.52,0.53,6
indian_pines,10,random,0.56,0.51,0.5,7
indian_pines,10,random,0.57,0.51,0.52,8
indian_pines,10,random,0.55,0.49,0.49,9
indian_pines,10,random,0.57,0.49,0.51,10
indian_pines,10,random,0.55,0.51,0.49,11
indian_pines,10,random,0.55,0.48,0.49,12
indian_pines,10,random,0.55,0.49,0.49,13
indian_pines,10,random,0.59,0.53,0.53,14
indian_pines,10,random,0.59,0.5,0.53,15
indian_pines,10,random,0.58,0.49,0.52,16
indian_pines,10,random,0.58,0.51,0.52,17
indian_pines,10,random,0.58,0.53,0.52,18
indian_pines,10,random,0.57,0.53,0.51,19
indian_pines,11,random,0.67,0.62,0.63,0
indian_pines,11,random,0.69,0.68,0.65,1
indian_pines,11,random,0.68,0.6,0.64,2
indian_pines,11,random,0.71,0.66,0.66,3
indian_pines,11,random,0.66,0.59,0.61,4
indian_pines,11,random,0.69,0.62,0.65,5
indian_pines,11,random,0.69,0.65,0.64,6
indian_pines,11,random,0.68,0.65,0.64,7
indian_pines,11,random,0.69,0.63,0.65,8
indian_pines,11,random,0.69,0.64,0.64,9
indian_pines,11,random,0.67,0.63,0.63,10
indian_pines,11,random,0.69,0.65,0.65,11
indian_pines,11,random,0.66,0.64,0.61,12
indian_pines,11,random,0.67,0.64,0.62,13
indian_pines,11,random,0.68,0.63,0.63,14
indian_pines,11,random,0.68,0.67,0.64,15
indian_pines,11,random,0.69,0.66,0.65,16
indian_pines,11,random,0.69,0.67,0.64,17
indian_pines,11,random,0.68,0.64,0.63,18
indian_pines,11,random,0.69,0.63,0.65,19
indian_pines,12,random,0.65,0.53,0.6,0
indian_pines,12,random,0.63,0.59,0.58,1
indian_pines,12,random,0.65,0.59,0.6,2
indian_pines,12,random,0.66,0.58,0.62,3
indian_pines,12,random,0.66,0.59,0.61,4
indian_pines,12,random,0.66,0.57,0.61,5
indian_pines,12,random,0.66,0.58,0.61,6
