dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
ghisaconus_health,2,c2,0,182.101,0.502,0.418,0.418,32|101,0.8289816975593567|1.3088163137435913
ghisaconus_health,3,c2,0,0.001,0.539,0.477,0.477,32|63|101,0.8289816975593567|0.02848641388118267|1.3088163137435913
ghisaconus_health,4,c2,0,0.0,0.642,0.574,0.574,1|32|63|101,0.04209926351904869|0.8289816975593567|0.02848641388118267|1.3088163137435913
ghisaconus_health,5,c2,0,0.0,0.634,0.575,0.575,1|5|32|63|101,0.04209926351904869|0.034641046077013016|0.8289816975593567|0.02848641388118267|1.3088163137435913
ghisaconus_health,6,c2,0,0.0,0.659,0.612,0.612,1|5|32|40|63|101,0.04209926351904869|0.034641046077013016|0.8289816975593567|1.293500304222107|0.02848641388118267|1.3088163137435913
ghisaconus_health,7,c2,0,0.0,0.654,0.611,0.611,1|5|32|40|63|101|120,0.04209926351904869|0.034641046077013016|0.8289816975593567|1.293500304222107|0.02848641388118267|1.3088163137435913|0.3834027051925659
ghisaconus_health,8,c2,0,0.0,0.656,0.613,0.613,1|5|32|40|63|76|101|120,0.04209926351904869|0.034641046077013016|0.8289816975593567|1.293500304222107|0.02848641388118267|0.08437082171440125|1.3088163137435913|0.3834027051925659
ghisaconus_health,9,c2,0,0.0,0.665,0.623,0.623,1|5|32|40|63|76|97|101|120,0.04209926351904869|0.034641046077013016|0.8289816975593567|1.293500304222107|0.02848641388118267|0.08437082171440125|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,10,c2,0,0.0,0.675,0.632,0.632,1|5|32|33|40|63|76|97|101|120,0.04209926351904869|0.034641046077013016|0.8289816975593567|0.037924472242593765|1.293500304222107|0.02848641388118267|0.08437082171440125|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,11,c2,0,0.0,0.676,0.634,0.634,1|5|32|33|40|44|63|76|97|101|120,0.04209926351904869|0.034641046077013016|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.08437082171440125|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,12,c2,0,0.0,0.677,0.634,0.634,1|5|11|32|33|40|44|63|76|97|101|120,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.08437082171440125|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,13,c2,0,0.0,0.688,0.644,0.644,1|5|11|30|32|33|40|44|63|76|97|101|120,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.5039926171302795|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.08437082171440125|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,14,c2,0,0.0,0.69,0.648,0.648,1|5|11|30|32|33|40|44|63|76|89|97|101|120,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.5039926171302795|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.08437082171440125|0.7793735265731812|0.28337401151657104|1.3088163137435913|0.3834027051925659
ghisaconus_health,15,c2,0,0.0,0.691,0.647,0.647,1|5|11|30|32|33|40|44|63|76|89|97|101|120|129,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.5039926171302795|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.08437082171440125|0.7793735265731812|0.28337401151657104|1.3088163137435913|0.3834027051925659|0.09173060208559036
ghisaconus_health,16,c2,0,0.0,0.691,0.645,0.645,1|5|11|30|32|33|40|44|63|74|76|89|97|101|120|129,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.5039926171302795|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.021706299856305122|0.08437082171440125|0.7793735265731812|0.28337401151657104|1.3088163137435913|0.3834027051925659|0.09173060208559036
ghisaconus_health,17,c2,0,0.0,0.69,0.648,0.648,1|5|11|30|32|33|40|44|63|74|76|89|97|101|102|120|129,0.04209926351904869|0.034641046077013016|1.0263978242874146|0.5039926171302795|0.8289816975593567|0.037924472242593765|1.293500304222107|0.3149181008338928|0.02848641388118267|0.021706299856305122|0.08437082171440125|0.7793735265731812|0.28337401151657104|1.3088163137435913|0.6463122963905334|0.3834027051925659|0.09173060208559036
