dataset,target_size,algorithm,time,oa,aa,k,selected_bands,selected_weights
indian_pines,20,bsnet,0.0,0.714,0.683,0.683,9|42|45|48|50|51|57|59|62|68|74|79|94|108|116|125|153|163|184|186,0.524939775466919|0.4727187156677246|0.5087026953697205|0.4632033407688141|0.47883284091949463|0.5319337844848633|0.5404986143112183|0.4755806028842926|0.4444795846939087|0.5071378350257874|0.4461917281150818|0.45316919684410095|0.4834050238132477|0.42371857166290283|0.4524761736392975|0.5041271448135376|0.44966140389442444|0.46150293946266174|0.4322390556335449|0.5188454389572144
indian_pines,25,bsnet,0.0,0.715,0.684,0.684,9|42|45|48|50|51|55|57|59|62|63|68|74|78|79|94|108|116|125|153|156|163|174|184|186,0.524939775466919|0.4727187156677246|0.5087026953697205|0.4632033407688141|0.47883284091949463|0.5319337844848633|0.4211544394493103|0.5404986143112183|0.4755806028842926|0.4444795846939087|0.5140751600265503|0.5071378350257874|0.4461917281150818|0.5250285863876343|0.45316919684410095|0.4834050238132477|0.42371857166290283|0.4524761736392975|0.5041271448135376|0.44966140389442444|0.5125418901443481|0.46150293946266174|0.46913623809814453|0.4322390556335449|0.5188454389572144
indian_pines,30,bsnet,0.0,0.728,0.691,0.691,9|36|42|45|48|50|51|55|57|59|62|63|68|72|74|78|79|83|94|108|116|125|152|153|156|163|165|174|184|186,0.524939775466919|0.4744790494441986|0.4727187156677246|0.5087026953697205|0.4632033407688141|0.47883284091949463|0.5319337844848633|0.4211544394493103|0.5404986143112183|0.4755806028842926|0.4444795846939087|0.5140751600265503|0.5071378350257874|0.513892650604248|0.4461917281150818|0.5250285863876343|0.45316919684410095|0.5164301991462708|0.4834050238132477|0.42371857166290283|0.4524761736392975|0.5041271448135376|0.5019153952598572|0.44966140389442444|0.5125418901443481|0.46150293946266174|0.4606242775917053|0.46913623809814453|0.4322390556335449|0.5188454389572144
indian_pines,5,bnc,225.884,0.502,0.363,0.363,5|180|182|185|186,0.7136701345443726|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279
indian_pines,10,bnc,0.0,0.534,0.443,0.443,5|6|149|151|175|180|182|185|186|197,0.7136701345443726|0.8766190409660339|0.8241984248161316|0.8226485848426819|0.8141565918922424|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279|0.868876039981842
indian_pines,15,bnc,0.0,0.642,0.581,0.581,5|6|25|80|107|146|149|151|161|175|180|182|185|186|197,0.7136701345443726|0.8766190409660339|0.7442505359649658|0.5197470188140869|0.415751576423645|0.32968488335609436|0.8241984248161316|0.8226485848426819|0.682851254940033|0.8141565918922424|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279|0.868876039981842
indian_pines,20,bnc,0.0,0.674,0.627,0.627,5|6|7|8|25|34|80|107|146|149|151|157|161|167|175|180|182|185|186|197,0.7136701345443726|0.8766190409660339|0.73761385679245|0.7774392366409302|0.7442505359649658|0.5441232919692993|0.5197470188140869|0.415751576423645|0.32968488335609436|0.8241984248161316|0.8226485848426819|0.8098235726356506|0.682851254940033|0.18534396588802338|0.8141565918922424|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279|0.868876039981842
indian_pines,25,bnc,0.0,0.691,0.645,0.645,5|6|7|8|9|16|25|26|34|80|107|146|149|151|156|157|161|167|170|175|180|182|185|186|197,0.7136701345443726|0.8766190409660339|0.73761385679245|0.7774392366409302|0.7497348785400391|0.4242180585861206|0.7442505359649658|0.7151582837104797|0.5441232919692993|0.5197470188140869|0.415751576423645|0.32968488335609436|0.8241984248161316|0.8226485848426819|0.6045517325401306|0.8098235726356506|0.682851254940033|0.18534396588802338|0.7705227732658386|0.8141565918922424|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279|0.868876039981842
indian_pines,30,bnc,0.0,0.697,0.648,0.648,5|6|7|8|9|16|25|26|34|80|107|142|146|149|151|156|157|161|163|164|167|170|171|175|179|180|182|185|186|197,0.7136701345443726|0.8766190409660339|0.73761385679245|0.7774392366409302|0.7497348785400391|0.4242180585861206|0.7442505359649658|0.7151582837104797|0.5441232919692993|0.5197470188140869|0.415751576423645|0.732100248336792|0.32968488335609436|0.8241984248161316|0.8226485848426819|0.6045517325401306|0.8098235726356506|0.682851254940033|0.8114891052246094|0.8485189080238342|0.18534396588802338|0.7705227732658386|0.022410500794649124|0.8141565918922424|0.38871410489082336|0.3275497853755951|0.604037880897522|0.7796199321746826|0.2915409505367279|0.868876039981842
indian_pines,5,c1,108.57,0.657,0.575,0.575,38|120|128|134|148,0.35963860154151917|0.045941852033138275|0.07928630709648132|0.34122490882873535|0.0327870175242424
indian_pines,10,c1,0.0,0.734,0.692,0.692,7|34|35|38|120|128|129|134|148|175,0.507538378238678|0.414738267660141|1.2609691619873047|0.35963860154151917|0.045941852033138275|0.07928630709648132|0.05891342833638191|0.34122490882873535|0.0327870175242424|1.5489293336868286
indian_pines,15,c1,0.0,0.769,0.75,0.75,7|27|34|35|38|57|59|67|80|120|128|129|134|148|175,0.507538378238678|0.16145659983158112|0.414738267660141|1.2609691619873047|0.35963860154151917|0.09484510868787766|1.1310844421386719|0.9209168553352356|0.2756921350955963|0.045941852033138275|0.07928630709648132|0.05891342833638191|0.34122490882873535|0.0327870175242424|1.5489293336868286
indian_pines,20,c1,0.0,0.783,0.768,0.768,7|27|34|35|38|40|42|57|59|67|80|97|120|128|129|130|134|148|160|175,0.507538378238678|0.16145659983158112|0.414738267660141|1.2609691619873047|0.35963860154151917|0.3477092981338501|0.7580512762069702|0.09484510868787766|1.1310844421386719|0.9209168553352356|0.2756921350955963|0.7476528286933899|0.045941852033138275|0.07928630709648132|0.05891342833638191|1.2578481435775757|0.34122490882873535|0.0327870175242424|0.06912031024694443|1.5489293336868286
indian_pines,25,c1,0.0,0.793,0.77,0.77,7|23|27|34|35|38|40|42|57|59|67|80|97|111|120|128|129|130|134|147|148|160|175|180|181,0.507538378238678|0.293762743473053|0.16145659983158112|0.414738267660141|1.2609691619873047|0.35963860154151917|0.3477092981338501|0.7580512762069702|0.09484510868787766|1.1310844421386719|0.9209168553352356|0.2756921350955963|0.7476528286933899|1.281280279159546|0.045941852033138275|0.07928630709648132|0.05891342833638191|1.2578481435775757|0.34122490882873535|0.07276023924350739|0.0327870175242424|0.06912031024694443|1.5489293336868286|0.06036536023020744|0.3229941129684448
indian_pines,30,c1,0.0,0.801,0.775,0.775,6|7|16|23|27|34|35|38|40|41|42|57|59|67|80|97|111|120|128|129|130|134|147|148|149|160|175|180|181|183,0.7349868416786194|0.507538378238678|1.4648362398147583|0.293762743473053|0.16145659983158112|0.414738267660141|1.2609691619873047|0.35963860154151917|0.3477092981338501|0.1649741530418396|0.7580512762069702|0.09484510868787766|1.1310844421386719|0.9209168553352356|0.2756921350955963|0.7476528286933899|1.281280279159546|0.045941852033138275|0.07928630709648132|0.05891342833638191|1.2578481435775757|0.34122490882873535|0.07276023924350739|0.0327870175242424|0.21148519217967987|0.06912031024694443|1.5489293336868286|0.06036536023020744|0.3229941129684448|0.22116054594516754
indian_pines,5,bsdr,1.886,0.672,0.608,0.608,30|73|102|128|164,1|1|1|1|1
indian_pines,10,bsdr,1.388,0.72,0.679,0.679,19|37|55|74|91|108|126|142|160|178,1|1|1|1|1|1|1|1|1|1
indian_pines,15,bsdr,1.277,0.715,0.678,0.678,11|27|37|50|61|78|85|102|119|127|138|149|163|172|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,20,bsdr,1.356,0.743,0.706,0.706,9|24|28|36|49|56|65|78|85|97|106|112|126|128|140|149|160|168|178|186,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,25,bsdr,1.458,0.741,0.695,0.695,8|16|24|30|39|46|53|61|63|74|85|91|100|106|120|127|129|149|153|160|167|172|182|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,30,bsdr,1.475,0.735,0.677,0.677,8|11|23|27|31|39|46|56|60|66|74|75|78|90|99|106|108|112|126|127|140|149|153|158|162|173|179|183|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,5,random,0.0,0.822,0.765,0.765,10|46|58|61|96,1|1|1|1|1
paviaU,10,random,0.0,0.882,0.852,0.852,11|15|28|32|38|42|53|81|90|94,1|1|1|1|1|1|1|1|1|1
paviaU,15,random,0.0,0.899,0.874,0.874,1|7|10|16|34|46|54|56|60|77|83|85|86|99|102,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,20,random,0.0,0.884,0.862,0.862,4|5|7|9|19|28|40|51|52|53|57|60|64|74|78|86|90|93|94|101,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,25,random,0.0,0.913,0.891,0.891,5|6|7|9|16|20|23|25|30|31|33|36|42|49|52|59|67|68|72|76|79|81|82|94|95,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,30,random,0.0,0.913,0.889,0.889,1|4|13|15|16|23|28|29|30|31|34|35|38|39|42|47|50|55|59|61|69|75|77|83|84|88|92|93|99|101,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,5,linspacer,0.001,0.844,0.793,0.793,10|31|51|71|92,1|1|1|1|1
paviaU,10,linspacer,0.0,0.888,0.86,0.86,5|15|26|36|46|56|66|76|87|97,1|1|1|1|1|1|1|1|1|1
paviaU,15,linspacer,0.0,0.903,0.882,0.882,3|10|17|24|31|37|44|51|58|65|71|78|85|92|99,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,20,linspacer,0.0,0.913,0.889,0.889,3|8|13|18|23|28|33|38|43|48|54|59|64|69|74|79|84|89|94|99,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,25,linspacer,0.0,0.917,0.894,0.894,2|6|10|14|18|22|27|31|35|39|43|47|51|55|59|63|67|71|75|80|84|88|92|96|100,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,30,linspacer,0.0,0.907,0.886,0.886,2|5|8|12|15|19|22|26|29|32|36|39|43|46|49|53|56|60|63|66|70|73|76|80|83|87|90|94|97|100,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
paviaU,5,pcal,0.022,0.666,0.498,0.498,15|16|17|18|19,0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884
paviaU,10,pcal,0.0,0.791,0.725,0.725,14|15|16|17|18|19|20|87|88|89,0.14743865556324243|0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884|0.14777928257701137|0.14775968388941568|0.14763096908565979|0.14740170490859628
paviaU,15,pcal,0.0,0.808,0.754,0.754,13|14|15|16|17|18|19|20|21|86|87|88|89|90|91,0.14584739016934758|0.14743865556324243|0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884|0.14777928257701137|0.14690801502312115|0.14715665453375407|0.14775968388941568|0.14763096908565979|0.14740170490859628|0.147193555003364|0.1460263430827653
paviaU,20,pcal,0.0,0.868,0.833,0.833,13|14|15|16|17|18|19|20|21|22|23|82|86|87|88|89|90|91|92|93,0.14584739016934758|0.14743865556324243|0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884|0.14777928257701137|0.14690801502312115|0.14544870207115887|0.14429023959796636|0.1449445621490094|0.14715665453375407|0.14775968388941568|0.14763096908565979|0.14740170490859628|0.147193555003364|0.1460263430827653|0.14482038381862714|0.14444406557917722
paviaU,25,pcal,0.0,0.881,0.849,0.849,13|14|15|16|17|18|19|20|21|22|23|24|82|85|86|87|88|89|90|91|92|93|94|101|102,0.14584739016934758|0.14743865556324243|0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884|0.14777928257701137|0.14690801502312115|0.14544870207115887|0.14429023959796636|0.14401479435596864|0.1449445621490094|0.14411405902585062|0.14715665453375407|0.14775968388941568|0.14763096908565979|0.14740170490859628|0.147193555003364|0.1460263430827653|0.14482038381862714|0.14444406557917722|0.1442312733269655|0.1442725760454679|0.14389003413741888
paviaU,30,pcal,0.0,0.885,0.852,0.852,12|13|14|15|16|17|18|19|20|21|22|23|24|25|81|82|85|86|87|88|89|90|91|92|93|94|95|96|101|102,0.14281314872199002|0.14584739016934758|0.14743865556324243|0.14836821184358442|0.14949245949491596|0.14992907906862|0.1492463459286851|0.14849944357787884|0.14777928257701137|0.14690801502312115|0.14544870207115887|0.14429023959796636|0.14401479435596864|0.14374719429263377|0.14307736264095824|0.1449445621490094|0.14411405902585062|0.14715665453375407|0.14775968388941568|0.14763096908565979|0.14740170490859628|0.147193555003364|0.1460263430827653|0.14482038381862714|0.14444406557917722|0.1442312733269655|0.14315183506726914|0.14324732018396424|0.1442725760454679|0.14389003413741888
paviaU,5,mcuve,6.356,0.665,0.543,0.543,29|30|31|32|33,0.0|0.0|0.0|0.0|0.0
paviaU,10,mcuve,6.374,0.721,0.625,0.625,27|28|29|30|31|32|33|34|35|36,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,15,mcuve,6.371,0.826,0.781,0.781,25|26|27|28|29|30|31|32|33|34|35|36|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,20,mcuve,6.387,0.844,0.805,0.805,20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|101,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,25,mcuve,6.426,0.868,0.84,0.84,23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|74|75|96|97|98|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,30,mcuve,6.386,0.865,0.838,0.838,18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|74|75|97|98|99|100|101|102,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
paviaU,5,bsnet,340.517,0.824,0.761,0.761,30|40|49|76|91,0.4338291585445404|0.4409463405609131|0.4160270690917969|0.3759586215019226|0.4334467053413391
paviaU,10,bsnet,0.0,0.881,0.85,0.85,11|23|30|38|40|49|76|84|91|96,0.4621947705745697|0.5382494926452637|0.4338291585445404|0.460814893245697|0.4409463405609131|0.4160270690917969|0.3759586215019226|0.5380492210388184|0.4334467053413391|0.47254103422164917
paviaU,15,bsnet,0.0,0.894,0.871,0.871,7|11|19|23|30|38|40|49|51|56|76|84|88|91|96,0.4754957854747772|0.4621947705745697|0.4914925992488861|0.5382494926452637|0.4338291585445404|0.460814893245697|0.4409463405609131|0.4160270690917969|0.5433396100997925|0.4801226258277893|0.3759586215019226|0.5380492210388184|0.4879530668258667|0.4334467053413391|0.47254103422164917
paviaU,20,bsnet,0.0,0.908,0.887,0.887,6|7|11|19|23|30|34|38|40|49|51|56|57|76|83|84|88|91|96|102,0.4662310779094696|0.4754957854747772|0.4621947705745697|0.4914925992488861|0.5382494926452637|0.4338291585445404|0.4894292950630188|0.460814893245697|0.4409463405609131|0.4160270690917969|0.5433396100997925|0.4801226258277893|0.5160424709320068|0.3759586215019226|0.5398964881896973|0.5380492210388184|0.4879530668258667|0.4334467053413391|0.47254103422164917|0.4656620919704437
paviaU,25,bsnet,0.0,0.905,0.883,0.883,6|7|11|19|23|30|34|38|40|44|49|51|53|56|57|76|83|84|88|89|90|91|96|100|102,0.4662310779094696|0.4754957854747772|0.4621947705745697|0.4914925992488861|0.5382494926452637|0.4338291585445404|0.4894292950630188|0.460814893245697|0.4409463405609131|0.5161752104759216|0.4160270690917969|0.5433396100997925|0.43826353549957275|0.4801226258277893|0.5160424709320068|0.3759586215019226|0.5398964881896973|0.5380492210388184|0.4879530668258667|0.5447310209274292|0.5153583884239197|0.4334467053413391|0.47254103422164917|0.4911831021308899|0.4656620919704437
paviaU,30,bsnet,0.0,0.906,0.885,0.885,6|7|11|17|19|20|21|23|30|32|34|38|40|44|49|51|53|56|57|63|76|83|84|88|89|90|91|96|100|102,0.4662310779094696|0.4754957854747772|0.4621947705745697|0.47824496030807495|0.4914925992488861|0.4783913791179657|0.4695494771003723|0.5382494926452637|0.4338291585445404|0.4866701066493988|0.4894292950630188|0.460814893245697|0.4409463405609131|0.5161752104759216|0.4160270690917969|0.5433396100997925|0.43826353549957275|0.4801226258277893|0.5160424709320068|0.4802411198616028|0.3759586215019226|0.5398964881896973|0.5380492210388184|0.4879530668258667|0.5447310209274292|0.5153583884239197|0.4334467053413391|0.47254103422164917|0.4911831021308899|0.4656620919704437
paviaU,5,bnc,867.473,0.806,0.747,0.747,13|18|21|43|60,0.5009478330612183|0.3839336335659027|0.344385027885437|0.6482938528060913|0.4250187873840332
paviaU,10,bnc,813.635,0.877,0.852,0.852,7|9|18|20|41|45|60|64|69|99,0.5320852994918823|0.6380231976509094|0.5748279094696045|0.5428324937820435|0.4610884189605713|0.4400315284729004|0.43908557295799255|0.365619033575058|0.3999083936214447|0.6291396021842957
paviaU,15,bnc,0.0,0.888,0.866,0.866,7|9|18|20|23|39|41|45|57|58|60|64|69|92|99,0.5320852994918823|0.6380231976509094|0.5748279094696045|0.5428324937820435|0.5485565662384033|0.4017030894756317|0.4610884189605713|0.4400315284729004|0.559177815914154|0.5545207262039185|0.43908557295799255|0.365619033575058|0.3999083936214447|0.4643406569957733|0.6291396021842957
paviaU,20,bnc,0.0,0.907,0.885,0.885,7|9|18|20|23|26|27|39|41|45|52|57|58|60|64|69|81|92|99|102,0.5320852994918823|0.6380231976509094|0.5748279094696045|0.5428324937820435|0.5485565662384033|0.6208143830299377|0.3957342505455017|0.4017030894756317|0.4610884189605713|0.4400315284729004|0.43179959058761597|0.559177815914154|0.5545207262039185|0.43908557295799255|0.365619033575058|0.3999083936214447|0.505450427532196|0.4643406569957733|0.6291396021842957|0.5054935216903687
paviaU,25,bnc,0.0,0.915,0.892,0.892,7|8|9|18|20|23|26|27|39|41|45|52|53|57|58|60|64|65|67|69|81|84|92|99|102,0.5320852994918823|0.5117958784103394|0.6380231976509094|0.5748279094696045|0.5428324937820435|0.5485565662384033|0.6208143830299377|0.3957342505455017|0.4017030894756317|0.4610884189605713|0.4400315284729004|0.43179959058761597|0.4869718551635742|0.559177815914154|0.5545207262039185|0.43908557295799255|0.365619033575058|0.5973769426345825|0.4996684491634369|0.3999083936214447|0.505450427532196|0.630846381187439|0.4643406569957733|0.6291396021842957|0.5054935216903687
paviaU,30,bnc,0.0,0.914,0.891,0.891,7|8|9|14|18|20|23|26|27|29|39|41|44|45|52|53|54|57|58|60|64|65|67|69|81|84|88|92|99|102,0.5320852994918823|0.5117958784103394|0.6380231976509094|0.5651283264160156|0.5748279094696045|0.5428324937820435|0.5485565662384033|0.6208143830299377|0.3957342505455017|0.5865522623062134|0.4017030894756317|0.4610884189605713|0.47031718492507935|0.4400315284729004|0.43179959058761597|0.4869718551635742|0.39374691247940063|0.559177815914154|0.5545207262039185|0.43908557295799255|0.365619033575058|0.5973769426345825|0.4996684491634369|0.3999083936214447|0.505450427532196|0.630846381187439|0.5888491272926331|0.4643406569957733|0.6291396021842957|0.5054935216903687
paviaU,5,c1,319.161,0.892,0.836,0.836,64|71|82|84|99,0.013915562070906162|0.13048724830150604|0.023568738251924515|0.04024314507842064|0.07426280528306961
paviaU,10,c1,0.0,0.92,0.892,0.892,26|41|63|64|66|71|82|84|85|99,0.017023922875523567|0.06192954629659653|0.07649338990449905|0.013915562070906162|0.3693205714225769|0.13048724830150604|0.023568738251924515|0.04024314507842064|0.34972161054611206|0.07426280528306961
