dataset,target_size,algorithm,props,oa,aa,k,fold
indian_pines,2,msobsdr3ae,0,0.56,0.42,0.48,0
indian_pines,2,msobsdr3ae,0,0.55,0.42,0.47,1
indian_pines,2,msobsdr3ae,0,0.53,0.4,0.44,2
indian_pines,2,msobsdr3ae,0,0.57,0.42,0.49,3
indian_pines,2,msobsdr3ae,0,0.54,0.37,0.45,4
indian_pines,2,msobsdr3ae,0,0.55,0.39,0.47,5
indian_pines,2,msobsdr3ae,0,0.55,0.39,0.47,6
indian_pines,2,msobsdr3ae,0,0.55,0.38,0.45,7
indian_pines,2,msobsdr3ae,0,0.55,0.39,0.47,8
indian_pines,2,msobsdr3ae,0,0.57,0.41,0.49,9
indian_pines,2,msobsdr3ae,0,0.52,0.38,0.43,10
indian_pines,2,msobsdr3ae,0,0.57,0.41,0.49,11
indian_pines,2,msobsdr3ae,0,0.55,0.42,0.47,12
indian_pines,2,msobsdr3ae,0,0.54,0.39,0.45,13
indian_pines,2,msobsdr3ae,0,0.55,0.41,0.47,14
indian_pines,2,msobsdr3ae,0,0.54,0.39,0.45,15
indian_pines,2,msobsdr3ae,0,0.57,0.4,0.5,16
indian_pines,2,msobsdr3ae,0,0.57,0.43,0.49,17
indian_pines,2,msobsdr3ae,0,0.57,0.39,0.48,18
indian_pines,2,msobsdr3ae,0,0.56,0.43,0.49,19
indian_pines,3,msobsdr3ae,0,0.64,0.54,0.58,0
indian_pines,3,msobsdr3ae,0,0.64,0.54,0.58,1
indian_pines,3,msobsdr3ae,0,0.64,0.59,0.59,2
indian_pines,3,msobsdr3ae,0,0.63,0.52,0.58,3
indian_pines,3,msobsdr3ae,0,0.65,0.54,0.59,4
indian_pines,3,msobsdr3ae,0,0.65,0.57,0.59,5
indian_pines,3,msobsdr3ae,0,0.64,0.53,0.58,6
indian_pines,3,msobsdr3ae,0,0.65,0.56,0.6,7
indian_pines,3,msobsdr3ae,0,0.65,0.55,0.59,8
indian_pines,3,msobsdr3ae,0,0.65,0.53,0.6,9
indian_pines,3,msobsdr3ae,0,0.63,0.53,0.57,10
indian_pines,3,msobsdr3ae,0,0.64,0.52,0.59,11
indian_pines,3,msobsdr3ae,0,0.65,0.54,0.59,12
indian_pines,3,msobsdr3ae,0,0.65,0.53,0.59,13
indian_pines,3,msobsdr3ae,0,0.64,0.58,0.58,14
indian_pines,3,msobsdr3ae,0,0.66,0.56,0.6,15
indian_pines,3,msobsdr3ae,0,0.65,0.56,0.6,16
indian_pines,3,msobsdr3ae,0,0.64,0.57,0.59,17
indian_pines,3,msobsdr3ae,0,0.65,0.58,0.6,18
indian_pines,3,msobsdr3ae,0,0.64,0.56,0.59,19
indian_pines,4,msobsdr3ae,0,0.66,0.55,0.61,0
indian_pines,4,msobsdr3ae,0,0.66,0.57,0.61,1
indian_pines,4,msobsdr3ae,0,0.68,0.61,0.63,2
indian_pines,4,msobsdr3ae,0,0.65,0.59,0.6,3
indian_pines,4,msobsdr3ae,0,0.68,0.62,0.63,4
indian_pines,4,msobsdr3ae,0,0.67,0.63,0.62,5
indian_pines,4,msobsdr3ae,0,0.68,0.61,0.63,6
indian_pines,4,msobsdr3ae,0,0.67,0.65,0.62,7
indian_pines,4,msobsdr3ae,0,0.66,0.58,0.61,8
indian_pines,4,msobsdr3ae,0,0.67,0.58,0.62,9
indian_pines,4,msobsdr3ae,0,0.64,0.6,0.59,10
indian_pines,4,msobsdr3ae,0,0.67,0.62,0.62,11
indian_pines,4,msobsdr3ae,0,0.67,0.64,0.62,12
indian_pines,4,msobsdr3ae,0,0.68,0.57,0.64,13
indian_pines,4,msobsdr3ae,0,0.67,0.62,0.62,14
indian_pines,4,msobsdr3ae,0,0.67,0.62,0.62,15
indian_pines,4,msobsdr3ae,0,0.67,0.6,0.62,16
indian_pines,4,msobsdr3ae,0,0.67,0.63,0.62,17
indian_pines,4,msobsdr3ae,0,0.67,0.6,0.62,18
indian_pines,4,msobsdr3ae,0,0.66,0.59,0.6,19
indian_pines,5,msobsdr3ae,0,0.68,0.59,0.63,0
indian_pines,5,msobsdr3ae,0,0.69,0.64,0.64,1
indian_pines,5,msobsdr3ae,0,0.69,0.68,0.65,2
indian_pines,5,msobsdr3ae,0,0.7,0.63,0.66,3
indian_pines,5,msobsdr3ae,0,0.7,0.64,0.66,4
indian_pines,5,msobsdr3ae,0,0.69,0.64,0.64,5
indian_pines,5,msobsdr3ae,0,0.7,0.66,0.66,6
indian_pines,5,msobsdr3ae,0,0.7,0.65,0.66,7
indian_pines,5,msobsdr3ae,0,0.69,0.62,0.65,8
indian_pines,5,msobsdr3ae,0,0.69,0.63,0.65,9
indian_pines,5,msobsdr3ae,0,0.7,0.62,0.66,10
indian_pines,5,msobsdr3ae,0,0.69,0.63,0.65,11
indian_pines,5,msobsdr3ae,0,0.69,0.66,0.64,12
indian_pines,5,msobsdr3ae,0,0.7,0.6,0.66,13
indian_pines,5,msobsdr3ae,0,0.68,0.64,0.64,14
indian_pines,5,msobsdr3ae,0,0.7,0.67,0.65,15
indian_pines,5,msobsdr3ae,0,0.69,0.63,0.64,16
indian_pines,5,msobsdr3ae,0,0.7,0.67,0.65,17
indian_pines,5,msobsdr3ae,0,0.7,0.67,0.66,18
indian_pines,5,msobsdr3ae,0,0.7,0.66,0.65,19
indian_pines,6,msobsdr3ae,0,0.74,0.66,0.7,0
indian_pines,6,msobsdr3ae,0,0.74,0.69,0.7,1
indian_pines,6,msobsdr3ae,0,0.74,0.73,0.7,2
indian_pines,6,msobsdr3ae,0,0.75,0.69,0.71,3
indian_pines,6,msobsdr3ae,0,0.75,0.68,0.71,4
indian_pines,6,msobsdr3ae,0,0.74,0.73,0.7,5
indian_pines,6,msobsdr3ae,0,0.75,0.73,0.72,6
indian_pines,6,msobsdr3ae,0,0.74,0.73,0.7,7
indian_pines,6,msobsdr3ae,0,0.73,0.69,0.69,8
indian_pines,6,msobsdr3ae,0,0.75,0.68,0.71,9
indian_pines,6,msobsdr3ae,0,0.72,0.67,0.68,10
indian_pines,6,msobsdr3ae,0,0.74,0.68,0.7,11
indian_pines,6,msobsdr3ae,0,0.74,0.71,0.7,12
indian_pines,6,msobsdr3ae,0,0.74,0.68,0.7,13
indian_pines,6,msobsdr3ae,0,0.74,0.71,0.7,14
indian_pines,6,msobsdr3ae,0,0.75,0.74,0.72,15
indian_pines,6,msobsdr3ae,0,0.73,0.71,0.69,16
indian_pines,6,msobsdr3ae,0,0.74,0.71,0.7,17
indian_pines,6,msobsdr3ae,0,0.75,0.68,0.72,18
indian_pines,6,msobsdr3ae,0,0.73,0.68,0.69,19
indian_pines,7,msobsdr3ae,0,0.67,0.57,0.63,0
indian_pines,7,msobsdr3ae,0,0.67,0.6,0.63,1
indian_pines,7,msobsdr3ae,0,0.66,0.63,0.62,2
indian_pines,7,msobsdr3ae,0,0.67,0.65,0.63,3
indian_pines,7,msobsdr3ae,0,0.68,0.6,0.63,4
indian_pines,7,msobsdr3ae,0,0.68,0.66,0.63,5
indian_pines,7,msobsdr3ae,0,0.67,0.62,0.63,6
indian_pines,7,msobsdr3ae,0,0.68,0.67,0.64,7
indian_pines,7,msobsdr3ae,0,0.69,0.62,0.64,8
indian_pines,7,msobsdr3ae,0,0.7,0.6,0.65,9
indian_pines,7,msobsdr3ae,0,0.68,0.65,0.64,10
indian_pines,7,msobsdr3ae,0,0.68,0.61,0.63,11
indian_pines,7,msobsdr3ae,0,0.65,0.61,0.6,12
indian_pines,7,msobsdr3ae,0,0.68,0.63,0.63,13
indian_pines,7,msobsdr3ae,0,0.69,0.69,0.64,14
indian_pines,7,msobsdr3ae,0,0.69,0.67,0.65,15
indian_pines,7,msobsdr3ae,0,0.67,0.64,0.63,16
indian_pines,7,msobsdr3ae,0,0.66,0.63,0.62,17
indian_pines,7,msobsdr3ae,0,0.67,0.6,0.63,18
indian_pines,7,msobsdr3ae,0,0.69,0.61,0.64,19
indian_pines,8,msobsdr3ae,0,0.71,0.64,0.67,0
indian_pines,8,msobsdr3ae,0,0.72,0.67,0.68,1
indian_pines,8,msobsdr3ae,0,0.74,0.74,0.7,2
indian_pines,8,msobsdr3ae,0,0.74,0.71,0.7,3
indian_pines,8,msobsdr3ae,0,0.74,0.7,0.71,4
indian_pines,8,msobsdr3ae,0,0.74,0.73,0.7,5
indian_pines,8,msobsdr3ae,0,0.72,0.68,0.69,6
indian_pines,8,msobsdr3ae,0,0.74,0.7,0.7,7
