dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,2,msobsdr3ae,0,321.021,0.554,0.403,0.403,69|136,1|1
indian_pines,3,msobsdr3ae,0,337.633,0.645,0.549,0.549,31|67|116,1|1|1
indian_pines,4,msobsdr3ae,0,355.012,0.667,0.604,0.604,20|43|71|111,1|1|1|1
indian_pines,5,msobsdr3ae,0,356.488,0.694,0.641,0.641,28|55|85|118|157,1|1|1|1|1
indian_pines,6,msobsdr3ae,0,362.143,0.74,0.699,0.699,24|46|70|97|127|162,1|1|1|1|1|1
indian_pines,7,msobsdr3ae,0,361.093,0.677,0.628,0.628,35|61|87|111|135|159|181,1|1|1|1|1|1|1
indian_pines,8,msobsdr3ae,0,361.499,0.732,0.694,0.694,28|49|69|92|114|138|159|171,1|1|1|1|1|1|1|1
indian_pines,9,msobsdr3ae,0,335.216,0.676,0.611,0.611,25|47|65|85|104|121|142|159|172,1|1|1|1|1|1|1|1|1
indian_pines,10,msobsdr3ae,0,359.686,0.715,0.651,0.651,25|42|60|78|96|113|126|149|157|174,1|1|1|1|1|1|1|1|1|1
indian_pines,11,msobsdr3ae,0,370.546,0.702,0.645,0.645,23|38|53|69|87|104|121|133|154|161|174,1|1|1|1|1|1|1|1|1|1|1
indian_pines,12,msobsdr3ae,0,372.704,0.695,0.651,0.651,23|40|55|71|87|102|117|132|147|161|176|190,1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,13,msobsdr3ae,0,379.734,0.679,0.616,0.616,23|33|49|62|77|90|104|115|121|146|156|158|178,1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,14,msobsdr3ae,0,371.574,0.684,0.622,0.622,21|35|49|62|76|89|103|116|129|142|154|167|179|191,1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,15,msobsdr3ae,0,282.73,0.703,0.637,0.637,11|19|28|37|47|57|67|79|90|103|116|130|146|163|182,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,16,msobsdr3ae,0,267.543,0.708,0.651,0.651,17|29|43|53|69|75|85|99|113|118|121|145|153|157|166|180,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,17,msobsdr3ae,0,270.094,0.707,0.649,0.649,17|28|39|51|60|67|83|94|104|112|120|122|147|156|158|163|183,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,18,msobsdr3ae,0,272.181,0.694,0.634,0.634,10|17|24|31|39|47|55|64|73|83|93|103|114|126|139|153|168|185,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,19,msobsdr3ae,0,275.38,0.729,0.667,0.667,9|16|23|30|37|45|52|60|69|78|87|97|107|118|129|142|155|170|186,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,20,msobsdr3ae,0,281.112,0.732,0.69,0.69,9|15|22|28|35|42|50|57|65|73|82|91|100|110|121|132|144|157|171|187,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,21,msobsdr3ae,0,284.669,0.733,0.683,0.683,16|26|35|44|54|63|72|81|90|99|108|117|126|135|144|152|161|170|178|187|195,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,22,msobsdr3ae,0,286.185,0.728,0.655,0.655,16|25|34|43|52|61|69|78|87|95|104|113|121|130|138|146|155|163|171|179|188|196,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,23,msobsdr3ae,0,290.365,0.682,0.616,0.616,23|29|31|39|52|53|64|70|79|88|96|104|113|116|117|119|145|151|153|157|159|171|188,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,24,msobsdr3ae,0,290.133,0.738,0.665,0.665,8|13|18|24|29|35|41|47|53|60|67|73|81|88|96|104|113|122|131|141|152|163|176|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,25,msobsdr3ae,0,294.629,0.72,0.662,0.662,17|28|29|39|45|53|58|70|75|81|89|96|104|112|115|122|124|134|147|157|157|158|163|173|189,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,26,msobsdr3ae,0,296.409,0.735,0.651,0.651,14|22|30|37|45|52|60|67|75|82|90|97|104|112|119|126|133|140|148|155|162|169|176|183|190|197,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,27,msobsdr3ae,0,300.394,0.726,0.652,0.652,17|29|29|35|45|53|55|64|70|76|83|90|97|104|111|113|119|120|123|146|152|153|155|163|164|176|191,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,28,msobsdr3ae,0,306.269,0.727,0.665,0.665,14|21|28|35|42|49|56|63|70|77|84|91|98|104|111|118|125|132|138|145|151|158|165|171|178|184|191|197,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,29,msobsdr3ae,0,306.097,0.751,0.69,0.69,14|20|27|34|41|48|55|61|68|75|81|88|95|101|108|114|121|127|134|140|147|153|160|166|172|179|185|191|198,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
indian_pines,30,msobsdr3ae,0,308.61,0.663,0.593,0.593,31|43|54|64|73|81|89|96|103|109|115|121|127|132|137|142|147|152|156|160|165|169|173|177|181|185|188|192|196|199,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
