dataset,target_size,algorithm,props,time,oa,aa,k,selected_bands,selected_weights
indian_pines,20,bsdrattn2,0,55.539,0.78,0.749,0.749,7|16|18|27|34|36|41|44|51|58|69|100|125|126|129|149|153|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.41356441378593445|0.005147587973624468|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,21,bsdrattn2,0,54.842,0.779,0.749,0.749,7|16|18|27|34|36|41|42|44|51|58|69|100|125|126|129|149|153|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.41356441378593445|0.005147587973624468|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,22,bsdrattn2,0,55.083,0.783,0.752,0.752,7|16|18|27|34|36|41|42|44|51|58|69|100|125|126|129|149|153|160|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,23,bsdrattn2,0,56.007,0.781,0.748,0.748,7|16|18|27|34|36|41|42|44|51|58|69|100|109|125|126|129|149|153|160|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,24,bsdrattn2,0,54.282,0.782,0.744,0.744,7|16|18|24|27|34|36|41|42|44|51|58|69|100|109|125|126|129|149|153|160|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,25,bsdrattn2,0,55.388,0.785,0.745,0.745,7|16|18|24|27|34|36|41|42|44|51|58|69|100|109|125|126|129|130|149|153|160|161|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5778962969779968|0.003945681266486645
indian_pines,26,bsdrattn2,0,54.963,0.786,0.746,0.746,7|16|18|24|27|34|36|41|42|44|51|58|69|100|109|125|126|129|130|149|153|160|161|172|173|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5106268525123596|0.5778962969779968|0.003945681266486645
indian_pines,27,bsdrattn2,0,55.671,0.786,0.746,0.746,7|16|18|24|27|34|36|41|42|44|51|58|69|100|109|125|126|129|130|149|153|160|161|172|173|178|182,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5106268525123596|0.5778962969779968|0.35456448793411255|0.003945681266486645
indian_pines,28,bsdrattn2,0,55.094,0.787,0.748,0.748,7|16|18|24|27|34|36|41|42|44|51|58|69|100|109|125|126|129|130|149|153|160|161|172|173|178|182|184,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5106268525123596|0.5778962969779968|0.35456448793411255|0.003945681266486645|0.010016956366598606
indian_pines,29,bsdrattn2,0,56.014,0.788,0.751,0.751,7|16|18|24|27|34|36|41|42|44|51|58|69|78|100|109|125|126|129|130|149|153|160|161|172|173|178|182|184,0.0438130646944046|0.777045488357544|0.9336816072463989|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.00880229938775301|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5106268525123596|0.5778962969779968|0.35456448793411255|0.003945681266486645|0.010016956366598606
indian_pines,30,bsdrattn2,0,54.869,0.787,0.745,0.745,7|16|18|21|24|27|34|36|41|42|44|51|58|69|78|100|109|125|126|129|130|149|153|160|161|172|173|178|182|184,0.0438130646944046|0.777045488357544|0.9336816072463989|0.018283691257238388|0.03384694084525108|0.7556070685386658|0.0028628285508602858|0.7170303463935852|0.7604473829269409|0.04189015552401543|0.8909800052642822|0.9737526774406433|0.7059005498886108|0.48409029841423035|0.00880229938775301|0.765032947063446|0.8267629146575928|0.017969144508242607|0.5963225960731506|0.6210267543792725|0.01859082095324993|0.41356441378593445|0.005147587973624468|0.0060194809921085835|0.08675672113895416|0.5106268525123596|0.5778962969779968|0.35456448793411255|0.003945681266486645|0.010016956366598606
paviaU,2,bsdrattn2,0,136.679,0.749,0.562,0.562,53|83,1.484887957572937|1.4645243883132935
paviaU,3,bsdrattn2,0,143.412,0.793,0.646,0.646,64|69|83,1.073703408241272|1.1737475395202637|1.2087721824645996
paviaU,4,bsdrattn2,0,176.811,0.846,0.74,0.74,63|69|83|85,0.6561999320983887|0.9236615300178528|0.8024285435676575|1.0145362615585327
paviaU,5,bsdrattn2,0,192.06,0.873,0.806,0.806,64|68|83|85|98,0.894813060760498|1.2283681631088257|1.0138262510299683|0.7111867070198059|0.8596733212471008
paviaU,6,bsdrattn2,0,202.196,0.877,0.815,0.815,63|69|76|83|85|98,0.5646815299987793|0.09768630564212799|1.0460675954818726|0.7643188238143921|0.7648534178733826|0.8075876832008362
paviaU,7,bsdrattn2,0,208.967,0.889,0.856,0.856,25|42|64|69|83|87|98,0.7367189526557922|0.724617063999176|0.7561779618263245|0.9829156994819641|0.6170672178268433|0.33521586656570435|0.5774840116500854
paviaU,8,bsdrattn2,0,220.182,0.905,0.875,0.875,25|42|64|69|83|85|87|98,0.7367189526557922|0.724617063999176|0.7561779618263245|0.9829156994819641|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,9,bsdrattn2,0,208.585,0.906,0.876,0.876,25|42|61|64|69|83|85|87|98,0.7367189526557922|0.724617063999176|1.1017247438430786|0.7561779618263245|0.9829156994819641|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,10,bsdrattn2,0,202.369,0.908,0.879,0.879,25|42|61|64|69|76|83|85|87|98,0.7367189526557922|0.724617063999176|1.1017247438430786|0.7561779618263245|0.9829156994819641|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,11,bsdrattn2,0,213.394,0.912,0.886,0.886,15|25|42|61|64|69|76|83|85|87|98,0.5012537837028503|0.7367189526557922|0.724617063999176|1.1017247438430786|0.7561779618263245|0.9829156994819641|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,12,bsdrattn2,0,200.544,0.914,0.887,0.887,15|25|42|61|64|69|73|76|83|85|87|98,0.5012537837028503|0.7367189526557922|0.724617063999176|1.1017247438430786|0.7561779618263245|0.9829156994819641|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,13,bsdrattn2,0,170.962,0.915,0.888,0.888,15|25|39|42|61|64|69|73|76|83|85|87|98,0.5012537837028503|0.7367189526557922|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.9829156994819641|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,14,bsdrattn2,0,171.464,0.917,0.891,0.891,15|25|39|42|61|64|66|69|73|76|83|85|87|98,0.5012537837028503|0.7367189526557922|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,15,bsdrattn2,0,166.869,0.916,0.89,0.89,15|25|35|39|42|61|64|66|69|73|76|83|85|87|98,0.5012537837028503|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,16,bsdrattn2,0,167.832,0.917,0.89,0.89,11|15|25|35|39|42|61|64|66|69|73|76|83|85|87|98,0.4539267420768738|0.5012537837028503|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,17,bsdrattn2,0,199.672,0.919,0.892,0.892,11|15|25|35|39|42|61|64|66|69|72|73|76|83|85|87|98,0.4539267420768738|0.5012537837028503|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,18,bsdrattn2,0,200.11,0.919,0.894,0.894,11|15|21|25|35|39|42|61|64|66|69|72|73|76|83|85|87|98,0.4539267420768738|0.5012537837028503|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,19,bsdrattn2,0,201.726,0.919,0.895,0.895,11|15|19|21|25|35|39|42|61|64|66|69|72|73|76|83|85|87|98,0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|0.33521586656570435|0.5774840116500854
paviaU,20,bsdrattn2,0,216.493,0.919,0.894,0.894,11|15|19|21|25|35|39|42|61|64|66|69|72|73|76|83|85|86|87|98,0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,21,bsdrattn2,0,222.891,0.92,0.897,0.897,7|11|15|19|21|25|35|39|42|61|64|66|69|72|73|76|83|85|86|87|98,1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,22,bsdrattn2,0,219.36,0.921,0.899,0.899,4|7|11|15|19|21|25|35|39|42|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,23,bsdrattn2,0,211.887,0.92,0.898,0.898,4|7|11|15|19|21|25|35|39|42|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|0.8849466443061829|0.724617063999176|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,24,bsdrattn2,0,214.235,0.92,0.898,0.898,4|7|11|15|19|21|25|35|36|39|42|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,25,bsdrattn2,0,267.322,0.919,0.897,0.897,4|7|11|15|19|21|25|35|36|39|42|45|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.9437111616134644|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,26,bsdrattn2,0,502.877,0.919,0.897,0.897,4|7|11|15|19|21|25|28|35|36|39|42|45|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.0110995769500732|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.9437111616134644|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,27,bsdrattn2,0,408.539,0.919,0.897,0.897,4|7|11|15|19|21|25|28|35|36|39|42|43|45|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.0110995769500732|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.7521656155586243|0.9437111616134644|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,28,bsdrattn2,0,436.814,0.918,0.896,0.896,4|7|11|15|19|21|25|28|31|35|36|39|42|43|45|57|61|64|66|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.0110995769500732|1.7452620267868042|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.7521656155586243|0.9437111616134644|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,29,bsdrattn2,0,412.428,0.918,0.896,0.896,4|7|11|15|19|21|25|28|31|35|36|39|42|43|45|57|61|64|66|67|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.0110995769500732|1.7452620267868042|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.7521656155586243|0.9437111616134644|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.7737170457839966|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
paviaU,30,bsdrattn2,0,465.438,0.917,0.894,0.894,4|7|11|15|19|21|25|28|31|35|36|39|42|43|45|52|57|61|64|66|67|69|72|73|76|83|85|86|87|98,0.8166925311088562|1.65562105178833|0.4539267420768738|0.5012537837028503|0.5515504479408264|0.17020061612129211|0.7367189526557922|1.0110995769500732|1.7452620267868042|1.1234205961227417|1.6551488637924194|0.8849466443061829|0.724617063999176|0.7521656155586243|0.9437111616134644|1.0726659297943115|0.29402804374694824|1.1017247438430786|0.7561779618263245|0.47397300601005554|0.7737170457839966|0.9829156994819641|0.12200616300106049|0.8059176802635193|0.4397171139717102|0.6170672178268433|0.46686115860939026|1.0299638509750366|0.33521586656570435|0.5774840116500854
salinas,2,bsdrattn2,0,432.61,0.731,0.734,0.734,37|109,1.9259967803955078|1.9045131206512451
salinas,3,bsdrattn2,0,517.096,0.834,0.877,0.877,62|109|138,1.550158977508545|1.3425780534744263|1.8378201723098755
salinas,4,bsdrattn2,0,498.624,0.88,0.922,0.922,32|81|108|180,0.6836963891983032|1.1024017333984375|0.8509633541107178|0.9612240195274353
salinas,5,bsdrattn2,0,426.881,0.887,0.935,0.935,19|32|81|93|137,1.593519687652588|0.17700816690921783|1.5753958225250244|1.1321061849594116|1.360553503036499
salinas,6,bsdrattn2,0,478.881,0.871,0.929,0.929,9|18|37|82|137|149,2.373690128326416|1.0143787860870361|1.2008024454116821|1.9893182516098022|1.8254449367523193|1.1948198080062866
salinas,7,bsdrattn2,0,463.819,0.88,0.935,0.935,8|18|37|82|109|138|157,1.4801554679870605|1.5898579359054565|1.808765172958374|1.8874380588531494|1.881332278251648|0.2817904055118561|0.1690540611743927
salinas,8,bsdrattn2,0,335.568,0.897,0.946,0.946,5|18|37|80|94|109|138|152,1.2443902492523193|2.5039193630218506|0.45659172534942627|1.072851300239563|2.4719390869140625|2.8888492584228516|1.1281729936599731|0.15819139778614044
salinas,9,bsdrattn2,0,327.985,0.902,0.949,0.949,9|18|32|81|109|138|157|167|176,0.02745729498565197|0.7780715823173523|0.020050279796123505|0.8842436671257019|0.005345779936760664|0.7411419749259949|0.014272883534431458|0.03205501288175583|0.5674291849136353
salinas,10,bsdrattn2,0,349.012,0.903,0.951,0.951,6|19|32|82|92|109|137|152|155|182,0.026728615164756775|0.8333320617675781|0.30512139201164246|0.00875827856361866|0.41542699933052063|0.9648030400276184|0.03515327721834183|0.3034869432449341|0.620939314365387|0.49144959449768066
salinas,11,bsdrattn2,0,421.948,0.918,0.956,0.956,9|18|33|37|81|83|92|109|138|154|158,0.15783411264419556|0.4187270402908325|0.8583253622055054|0.14905153214931488|0.4867015779018402|0.03053860366344452|0.017358049750328064|1.2913172245025635|1.048722743988037|1.0218112468719482|0.006264816038310528
salinas,12,bsdrattn2,0,525.695,0.924,0.961,0.961,4|18|31|33|37|48|92|144|149|152|157|181,0.012087013572454453|0.03897462040185928|0.47775930166244507|0.47767969965934753|0.012763408944010735|0.744907796382904|0.01572597026824951|0.9516479969024658|0.8143745064735413|0.05538903549313545|0.05716419219970703|0.024722019210457802
salinas,13,bsdrattn2,0,574.576,0.923,0.958,0.958,6|18|31|33|36|43|54|83|91|93|109|142|152,0.11057039350271225|1.1132757663726807|1.2509586811065674|0.26085150241851807|1.1671032905578613|0.02167920395731926|0.10234814137220383|1.172745704650879|0.014305517077445984|0.027140876278281212|1.5311840772628784|0.6885349750518799|0.16921713948249817
salinas,14,bsdrattn2,0,547.646,0.919,0.959,0.959,9|18|32|37|82|91|93|99|108|136|152|175|177|181,0.04214172810316086|1.3252949714660645|0.029550496488809586|0.025999683886766434|0.005476192105561495|0.007015713024884462|1.33079195022583|0.4151918888092041|0.006407024804502726|1.4968658685684204|0.030797094106674194|0.19943073391914368|0.05287931114435196|1.0200358629226685
salinas,15,bsdrattn2,0,492.768,0.926,0.962,0.962,9|18|32|37|58|82|91|93|99|108|136|152|175|177|181,0.04214172810316086|1.3252949714660645|0.029550496488809586|0.025999683886766434|0.05433763191103935|0.005476192105561495|0.007015713024884462|1.33079195022583|0.4151918888092041|0.006407024804502726|1.4968658685684204|0.030797094106674194|0.19943073391914368|0.05287931114435196|1.0200358629226685
